host,model,i,action,outcome,code,state_write,admission_ms,decision_ms,encode_ms,commit_ms,projection_ms,e2e_ms
phone-android,tiny,1667,look,accepted,observed,0,0.5909,0.4675,0.0797,3.1553,0.1112,4.4046
phone-android,tiny,1668,move,accepted,moved,1,0.5591,0.5204,0.1727,4.3913,0.1494,5.7928
phone-android,tiny,1669,look,accepted,observed,0,0.6010,0.4869,0.0805,3.3529,0.1118,4.6331
phone-android,tiny,1670,drop,accepted,dropped,1,0.5475,0.4910,0.1730,4.2970,0.1754,5.6840
phone-android,tiny,1671,talk,rejected,not_eligible,0,0.6642,0.5286,0.0835,3.3184,0.1438,4.7385
phone-android,tiny,1672,choose,rejected,stale_view,0,0.7614,0.5344,0.1484,3.4518,0.1447,5.0406
phone-android,tiny,1673,look,accepted,observed,0,0.6931,0.4886,0.0798,3.2523,0.1308,4.6446
phone-android,tiny,1674,look,accepted,observed,0,0.6424,0.4799,0.0790,3.4048,0.1281,4.7343
phone-android,tiny,1675,take,accepted,taken,1,0.7128,0.4881,0.1706,5.1348,0.1770,6.6833
phone-android,tiny,1676,move,accepted,moved,1,0.8697,0.5448,0.1865,5.9318,0.2139,7.7467
phone-android,tiny,1677,look,accepted,observed,0,0.9361,0.5157,0.0994,3.9747,0.1868,5.7127
phone-android,tiny,1678,move,accepted,moved,1,0.7181,0.5254,0.1691,3.8635,0.1580,5.4341
phone-android,tiny,1679,look,accepted,observed,0,0.6162,0.4863,0.1502,2.9914,0.1096,4.3536
phone-android,tiny,1680,wait,rejected,invalid_time,0,0.6244,0.5070,0.0827,2.9781,0.1229,4.3152
phone-android,tiny,1681,look,accepted,observed,0,0.5772,0.4413,0.0804,3.2296,0.1229,4.4513
phone-android,tiny,1682,wait,rejected,invalid_time,0,0.6120,0.5082,0.0854,3.2582,0.1175,4.5813
phone-android,tiny,1683,look,accepted,observed,0,0.6293,0.4751,0.0778,3.7376,0.1398,5.0595
phone-android,tiny,1684,choose,rejected,invalid_choice,0,0.7264,0.5775,0.0818,3.9926,0.1476,5.5259
phone-android,tiny,1685,look,accepted,observed,0,0.7669,0.5260,0.0814,3.6541,0.1261,5.1546
phone-android,tiny,1686,move,accepted,moved,1,0.9846,0.5514,0.1862,3.8743,0.1576,5.7541
phone-android,tiny,1687,drop,rejected,integrity_conflict,0,0.9825,0.4276,0.0021,0.0005,0.0625,1.4752
phone-android,tiny,1688,move,accepted,moved,1,0.4980,0.4559,0.1659,3.9246,0.1525,5.1969
phone-android,tiny,1689,look,accepted,observed,0,0.5738,0.4852,0.0804,3.0415,0.1154,4.2963
phone-android,tiny,1690,wait,rejected,invalid_time,0,0.5487,0.5607,0.0852,3.3528,0.1113,4.6586
phone-android,tiny,1691,drop,accepted,dropped,1,0.5550,0.4778,0.1702,4.3779,0.1639,5.7447
phone-android,tiny,1692,move,rejected,exit_unavailable,0,0.7577,0.5181,0.0861,3.4593,0.1224,4.9436
phone-android,tiny,1693,look,accepted,observed,0,0.5814,0.4800,0.0802,3.3065,0.1167,4.5648
phone-android,tiny,1694,move,accepted,moved,1,0.6128,0.5573,0.1732,17.8441,0.2120,19.3994
phone-android,tiny,1695,look,accepted,observed,0,0.9741,0.6525,0.0845,4.1400,0.1479,5.9990
phone-android,tiny,1696,look,accepted,observed,0,0.8552,0.5378,0.0833,4.2202,0.1658,5.8623
phone-android,tiny,1697,activate,rejected,not_eligible,0,0.9249,0.6396,0.1006,3.9710,0.1305,5.7667
phone-android,tiny,1698,move,accepted,moved,1,0.6792,0.5827,0.1925,4.5151,0.1613,6.1308
phone-android,tiny,1699,move,accepted,moved,1,0.6350,0.6376,0.2033,4.8106,0.1741,6.4605
phone-android,tiny,1700,look,accepted,observed,0,0.7785,0.5822,0.0816,3.7345,0.1199,5.2968
phone-android,tiny,1701,take,replayed,not_present,0,0.9610,0.3926,0.0018,0.0005,0.0620,1.4179
phone-android,tiny,1702,take,rejected,not_present,0,0.5108,0.4812,0.0795,3.7469,0.1147,4.9332
phone-android,tiny,1703,look,accepted,observed,0,0.5917,0.4758,0.0797,3.8885,0.1066,5.1423
phone-android,tiny,1704,look,accepted,observed,0,0.5644,0.5898,0.0818,3.2923,0.1075,4.6358
phone-android,tiny,1705,choose,rejected,invalid_choice,0,0.5691,0.5347,0.0811,3.4144,0.1447,4.7441
phone-android,tiny,1706,activate,rejected,not_eligible,0,0.8204,0.5658,0.0810,4.1725,0.1296,5.7694
phone-android,tiny,1707,move,rejected,exit_unavailable,0,0.7461,0.5362,0.0835,3.6599,0.1199,5.1458
phone-android,tiny,1708,wait,rejected,invalid_time,0,0.6777,0.5055,0.0814,3.5684,0.1242,4.9571
phone-android,tiny,1709,move,accepted,moved,1,0.6286,0.5218,0.1719,4.4208,0.1633,5.9065
phone-android,tiny,1710,look,accepted,observed,0,0.6696,0.5207,0.0805,3.5234,0.1188,4.9130
phone-android,tiny,1711,activate,rejected,not_eligible,0,0.7180,0.5884,0.0816,3.3032,0.1282,4.8195
phone-android,tiny,1712,talk,rejected,not_owned,0,0.6618,0.4909,0.0814,3.5778,0.1191,4.9310
phone-android,tiny,1713,look,accepted,observed,0,0.5817,0.4817,0.0813,3.5560,0.1386,4.8393
phone-android,tiny,1714,drop,replayed,dropped,0,1.2007,0.4596,0.0026,0.0004,0.0627,1.7260
phone-android,tiny,1715,move,accepted,moved,1,0.4601,0.4506,0.1647,5.0033,0.1618,6.2405
phone-android,tiny,1716,look,accepted,observed,0,0.6289,0.5010,0.0807,3.3483,0.1188,4.6777
phone-android,tiny,1717,activate,rejected,not_eligible,0,0.6085,0.4890,0.0824,3.2243,0.1082,4.5124
phone-android,tiny,1718,wait,rejected,invalid_time,0,0.7341,0.5417,0.0807,3.3994,0.1242,4.8801
phone-android,tiny,1719,wait,rejected,invalid_time,0,0.7094,0.5787,0.0851,3.7170,0.1239,5.2141
phone-android,tiny,1720,wait,rejected,invalid_time,0,0.6044,0.4956,0.0805,3.1969,0.1190,4.4964
phone-android,tiny,1721,move,accepted,moved,1,0.5511,0.5053,0.2114,4.0200,0.1501,5.4379
phone-android,tiny,1722,look,accepted,observed,0,0.5615,0.4893,0.0810,3.3903,0.1235,4.6457
phone-android,tiny,1723,look,accepted,observed,0,0.6016,0.5043,0.0818,3.1537,0.1747,4.5160
phone-android,tiny,1724,choose,rejected,invalid_choice,0,0.6113,0.5364,0.0792,3.2773,0.1221,4.6263
phone-android,tiny,1725,choose,rejected,stale_view,0,0.5731,0.4771,0.0780,3.1476,0.1120,4.3878
phone-android,tiny,1726,move,rejected,exit_unavailable,0,0.5757,0.5733,0.0840,3.7314,0.1199,5.0843
phone-android,tiny,1727,activate,rejected,not_eligible,0,0.5646,0.4783,0.0801,3.5983,0.1155,4.8368
phone-android,tiny,1728,choose,rejected,invalid_choice,0,0.5741,0.5855,0.0803,3.4917,0.1312,4.8629
phone-android,tiny,1729,look,accepted,observed,0,0.6845,0.5092,0.0798,3.6146,0.1390,5.0270
phone-android,tiny,1730,look,accepted,observed,0,0.7357,0.5874,0.0790,3.3913,0.1135,4.9069
phone-android,tiny,1731,activate,rejected,not_eligible,0,0.5897,0.4771,0.0840,3.4926,0.1189,4.7622
phone-android,tiny,1732,look,accepted,observed,0,0.5764,0.4840,0.0805,3.2490,0.1819,4.5717
phone-android,tiny,1733,drop,replayed,dropped,0,1.0051,1.6256,0.0031,0.0003,0.0584,2.6925
phone-android,tiny,1734,move,accepted,moved,1,0.6723,0.4279,0.1719,4.7666,0.1651,6.2039
phone-android,tiny,1735,wait,rejected,invalid_time,0,0.6422,0.5493,0.0831,3.1943,0.1153,4.5842
phone-android,tiny,1736,move,accepted,moved,1,0.5688,0.5202,0.1706,3.9609,0.1503,5.3707
phone-android,tiny,1737,take,accepted,taken,1,0.5694,0.5574,0.1714,3.9454,0.1435,5.3871
phone-android,tiny,1738,wait,rejected,invalid_time,0,0.5367,0.4935,0.0847,3.2228,0.1226,4.4602
phone-android,tiny,1739,talk,accepted,choice_opened,1,0.6042,0.5461,0.1823,4.0863,0.1630,5.5819
phone-android,tiny,1740,look,accepted,observed,0,0.6053,0.5003,0.0782,3.2732,0.1136,4.5706
phone-android,tiny,1741,look,accepted,observed,0,0.5532,0.5658,0.0782,3.1747,0.1079,4.4798
phone-android,tiny,1742,move,accepted,moved,1,0.5617,0.5330,0.1739,3.9151,0.1519,5.3355
phone-android,tiny,1743,look,accepted,observed,0,0.5607,0.5535,0.0794,3.3247,0.1163,4.6347
phone-android,tiny,1744,activate,rejected,not_eligible,0,0.6004,0.5136,0.0794,3.2416,0.1372,4.5723
phone-android,tiny,1745,look,accepted,observed,0,1.0916,0.5703,0.0781,4.1616,0.1358,6.0373
phone-android,tiny,1746,activate,rejected,not_eligible,0,0.7153,0.5521,0.0796,3.7271,0.1328,5.2069
phone-android,tiny,1747,move,accepted,moved,1,0.6466,0.5492,0.1770,4.1292,0.1485,5.6504
phone-android,tiny,1748,move,accepted,moved,1,0.5655,0.5259,0.1747,4.4411,0.1505,5.8578
phone-android,tiny,1749,move,accepted,moved,1,0.5652,0.5363,0.1757,3.9733,0.1437,5.3943
phone-android,tiny,1750,drop,accepted,dropped,1,0.6722,0.5269,0.1777,4.1578,0.1517,5.6862
phone-android,tiny,1751,move,accepted,moved,1,0.5656,0.5828,0.1771,4.2957,0.1487,5.7699
phone-android,tiny,1752,move,accepted,moved,1,0.5435,0.5226,0.1731,4.2191,0.1494,5.6077
phone-android,tiny,1753,choose,rejected,not_owned,0,0.5490,0.5677,0.0782,3.2039,0.1199,4.5187
phone-android,tiny,1754,look,accepted,observed,0,0.5847,0.5048,0.0785,3.3124,0.1127,4.5931
phone-android,tiny,1755,talk,rejected,not_owned,0,0.6533,0.5149,0.0783,3.5324,0.1513,4.9303
phone-android,tiny,1756,move,accepted,moved,1,0.7850,0.5746,0.1755,4.8586,0.1644,6.5581
phone-android,tiny,1757,talk,rejected,not_eligible,0,0.6509,0.5509,0.0784,3.7780,0.1244,5.1827
phone-android,tiny,1758,look,accepted,observed,0,0.6706,0.5066,0.0780,3.1810,0.1217,4.5578
phone-android,tiny,1759,move,accepted,moved,1,0.5970,0.5299,0.1727,3.9935,0.1436,5.4367
phone-android,tiny,1760,take,rejected,not_present,0,0.6161,0.4995,0.0798,3.4678,0.1197,4.7829
phone-android,tiny,1761,move,rejected,exit_unavailable,0,0.5620,0.5209,0.0824,3.2589,0.1280,4.5522
phone-android,tiny,1762,move,accepted,moved,1,0.5747,0.5913,0.1778,4.2466,0.1511,5.7415
phone-android,tiny,1763,look,accepted,observed,0,0.5699,0.5043,0.0772,3.2565,0.1170,4.5249
phone-android,tiny,1764,look,accepted,observed,0,0.5771,0.6149,0.0772,3.5780,0.1171,4.9644
phone-android,tiny,1765,close_choice,accepted,choice_closed,1,0.5586,0.5042,0.1760,4.6561,0.1770,6.0719
phone-android,tiny,1766,wait,rejected,invalid_time,0,0.7107,0.5498,0.0840,3.6426,0.1293,5.1164
phone-android,tiny,1767,move,accepted,moved,1,0.6666,0.6115,0.1749,4.3936,0.1636,6.0102
phone-android,tiny,1768,take,rejected,not_present,0,0.6734,0.5105,0.0796,3.4174,0.1375,4.8184
phone-android,tiny,1769,look,accepted,observed,0,0.7808,0.4626,0.0785,2.9892,0.1152,4.4262
phone-android,tiny,1770,move,rejected,exit_unavailable,0,0.5629,0.5115,0.0841,3.0142,0.1169,4.2895
phone-android,tiny,1771,take,rejected,not_present,0,0.8919,0.4940,0.1455,3.1192,0.1814,4.8320
phone-android,tiny,1772,move,accepted,moved,1,0.5979,0.5100,0.1702,4.0712,0.1591,5.5083
phone-android,tiny,1773,look,accepted,observed,0,0.6052,0.5398,0.0824,3.5466,0.1178,4.8918
phone-android,tiny,1774,look,accepted,observed,0,0.5732,0.4931,0.0793,3.1377,0.1164,4.3996
phone-android,tiny,1775,move,accepted,moved,1,0.5590,0.5199,0.1694,4.0329,0.1455,5.4266
phone-android,tiny,1776,wait,rejected,invalid_time,0,0.5777,0.5151,0.0835,3.1633,0.1179,4.4575
phone-android,tiny,1777,move,accepted,moved,1,0.5699,0.5194,0.1708,4.1669,0.1531,5.5802
phone-android,tiny,1778,look,accepted,observed,0,0.5645,0.4937,0.0802,3.2650,0.1251,4.5284
phone-android,tiny,1779,move,accepted,moved,1,0.6186,0.5226,0.1702,4.3134,0.1513,5.7760
phone-android,tiny,1780,look,accepted,observed,0,0.5923,0.4791,0.0791,3.4779,0.1185,4.7468
phone-android,tiny,1781,wait,rejected,invalid_time,0,0.5727,0.5636,0.0861,4.5565,0.1531,5.9320
phone-android,tiny,1782,take,accepted,taken,1,0.7807,0.5345,0.1691,4.4555,0.1733,6.1130
phone-android,tiny,1783,look,accepted,observed,0,0.6755,0.5190,0.0810,3.9435,0.1329,5.3518
phone-android,tiny,1784,look,accepted,observed,0,0.7156,0.5081,0.0821,3.4264,0.1319,4.8641
phone-android,tiny,1785,move,accepted,moved,1,0.6479,0.5094,0.1700,4.1317,0.1517,5.6106
phone-android,tiny,1786,talk,rejected,not_eligible,0,0.5532,0.4903,0.0798,3.2091,0.1205,4.4529
phone-android,tiny,1787,move,accepted,moved,1,0.5814,0.5214,0.1681,4.0386,0.1451,5.4545
phone-android,tiny,1788,drop,accepted,dropped,1,0.6091,0.4997,0.1694,3.9712,0.1546,5.4040
phone-android,tiny,1789,wait,rejected,invalid_time,0,0.5865,0.5436,0.0840,3.6092,0.1175,4.9408
phone-android,tiny,1790,choose,rejected,stale_view,0,0.5421,0.4785,0.0783,3.3719,0.1329,4.6036
phone-android,tiny,1791,activate,rejected,not_eligible,0,0.6873,0.5136,0.0804,3.6657,0.1327,5.0796
phone-android,tiny,1792,talk,rejected,not_eligible,0,0.7153,0.5241,0.0831,3.6396,0.1263,5.0883
phone-android,tiny,1793,move,accepted,moved,1,0.6443,0.5654,0.1759,3.7994,0.1464,5.3313
phone-android,tiny,1794,wait,rejected,invalid_time,0,0.5722,0.5165,0.0823,3.4127,0.1350,4.7188
phone-android,tiny,1795,move,rejected,exit_unavailable,0,0.6691,0.5618,0.0852,3.2305,0.1146,4.6611
phone-android,tiny,1796,move,accepted,moved,1,0.5566,0.5038,0.1690,3.9985,0.1485,5.3764
phone-android,tiny,1797,close_choice,rejected,invalid_choice,0,0.5830,0.5365,0.0867,3.6259,0.1318,4.9640
phone-android,tiny,1798,take,rejected,not_present,0,0.6436,0.7193,0.0842,4.3935,0.1176,5.9582
phone-android,tiny,1799,look,accepted,observed,0,0.6989,0.4766,0.0795,3.3280,0.1167,4.6996
phone-android,tiny,1800,look,accepted,observed,0,0.5681,0.4796,0.0793,3.4180,0.1390,4.6840
phone-android,tiny,1801,look,accepted,observed,0,0.8013,0.4990,0.0821,4.1538,0.1449,5.6810
phone-android,tiny,1802,drop,replayed,dropped,0,1.1786,0.5285,0.0029,0.0005,0.0591,1.7695
phone-android,tiny,1803,move,rejected,exit_unavailable,0,0.4689,0.4343,0.0809,3.5351,0.1333,4.6526
phone-android,tiny,1804,look,accepted,observed,0,0.6953,0.5019,0.0798,3.5116,0.1286,4.9172
phone-android,tiny,1805,take,rejected,not_present,0,0.7541,0.5022,0.0811,3.7914,0.1258,5.2545
phone-android,tiny,1806,look,accepted,observed,0,0.6127,0.4850,0.0798,3.1732,0.1110,4.4618
phone-android,tiny,1807,look,accepted,observed,0,0.6484,0.4791,0.0823,3.4739,0.1264,4.8102
phone-android,tiny,1808,drop,rejected,integrity_conflict,0,1.1249,0.4339,0.0019,0.0006,0.0643,1.6256
phone-android,tiny,1809,look,accepted,observed,0,0.4310,0.4500,0.0778,3.9603,0.1278,5.0468
phone-android,tiny,1810,wait,rejected,invalid_time,0,0.6100,0.5062,0.0834,3.1740,0.1159,4.4895
phone-android,tiny,1811,look,accepted,observed,0,0.5669,0.5122,0.0801,3.5948,0.1058,4.8598
phone-android,tiny,1812,move,rejected,exit_unavailable,0,0.7783,0.5540,0.0859,3.4154,0.1545,4.9881
phone-android,tiny,1813,move,accepted,moved,1,0.8058,0.6137,0.1849,4.1794,0.1488,5.9327
phone-android,tiny,1814,move,rejected,exit_unavailable,0,0.5759,0.5012,0.0841,2.9958,0.1221,4.2792
phone-android,tiny,1815,choose,rejected,invalid_choice,0,0.5577,0.5611,0.0809,3.1682,0.1237,4.4916
phone-android,tiny,1816,talk,rejected,not_eligible,0,0.6144,0.4919,0.0827,3.1440,0.1184,4.4513
phone-android,tiny,1817,move,accepted,moved,1,0.6299,0.6106,0.1724,4.3661,0.1454,5.9244
phone-android,tiny,1818,wait,rejected,invalid_time,0,0.5714,0.5058,0.0873,2.9498,0.1180,4.2323
phone-android,tiny,1819,look,accepted,observed,0,0.5590,0.5051,0.0803,3.2131,0.1255,4.4830
phone-android,tiny,1820,wait,rejected,invalid_time,0,0.6897,0.5224,0.0826,3.4318,0.1206,4.8471
phone-android,tiny,1821,move,rejected,exit_unavailable,0,0.6093,0.5193,0.0853,3.2169,0.1168,4.5476
phone-android,tiny,1822,look,accepted,observed,0,0.5975,0.5412,0.0861,3.1355,0.1063,4.4666
phone-android,tiny,1823,move,accepted,moved,1,0.5712,0.5238,0.1688,4.1037,0.1361,5.5035
phone-android,tiny,1824,look,accepted,observed,0,0.5311,0.5563,0.0916,3.3489,0.1054,4.6333
phone-android,tiny,1825,move,accepted,moved,1,0.5469,0.5155,0.1685,4.4188,0.1389,5.7886
phone-android,tiny,1826,look,accepted,observed,0,0.6102,0.4786,0.0782,3.8785,0.1310,5.1766
phone-android,tiny,1827,wait,rejected,invalid_time,0,0.7084,0.5364,0.0866,3.8118,0.1245,5.2677
phone-android,tiny,1828,look,accepted,observed,0,0.6404,0.4773,0.0811,3.3604,0.1146,4.6738
phone-android,tiny,1829,talk,rejected,not_owned,0,0.5593,0.4800,0.0804,3.3776,0.1182,4.6155
phone-android,tiny,1830,move,accepted,moved,1,0.6536,0.5233,0.1708,4.3935,0.1418,5.8831
phone-android,tiny,1831,move,accepted,moved,1,0.5756,0.5328,0.1699,4.6062,0.1468,6.0314
phone-android,tiny,1832,choose,rejected,invalid_choice,0,0.5674,0.5447,0.0807,3.7328,0.1436,5.0692
phone-android,tiny,1833,take,rejected,not_present,0,0.7197,0.4965,0.0814,3.3649,0.1515,4.8141
phone-android,tiny,1834,move,accepted,moved,1,0.8036,0.5732,0.1755,4.6769,0.1772,6.4065
phone-android,tiny,1835,look,accepted,observed,0,0.7660,0.5383,0.0809,3.9155,0.1347,5.4355
phone-android,tiny,1836,move,accepted,moved,1,0.8089,0.5696,0.1857,3.9261,0.1497,5.6399
phone-android,tiny,1837,move,rejected,exit_unavailable,0,0.5345,0.5188,0.0834,3.1707,0.1163,4.4238
phone-android,tiny,1838,choose,rejected,invalid_choice,0,0.6135,0.5345,0.0820,3.3107,0.1316,4.6723
phone-android,tiny,1839,look,accepted,observed,0,0.6413,0.4866,0.0786,3.1701,0.1174,4.4940
phone-android,tiny,1840,take,accepted,taken,1,0.5762,0.5484,0.1723,3.9622,0.1451,5.4042
phone-android,tiny,1841,move,accepted,moved,1,0.5345,0.5228,0.1688,4.7227,0.1437,6.0925
phone-android,tiny,1842,move,accepted,moved,1,0.5983,0.5242,0.1697,4.3773,0.1836,5.8531
phone-android,tiny,1843,move,accepted,moved,1,0.7231,0.5739,0.1731,4.7314,0.1768,6.3783
phone-android,tiny,1844,look,accepted,observed,0,0.7606,0.5386,0.0816,3.8924,0.1341,5.4073
phone-android,tiny,1845,activate,rejected,not_eligible,0,0.6348,1.7947,0.0961,4.0385,0.1193,6.6835
phone-android,tiny,1846,look,accepted,observed,0,0.6378,0.5001,0.0810,3.3332,0.1116,4.6637
phone-android,tiny,1847,activate,rejected,not_eligible,0,0.6295,0.4868,0.0828,3.2830,0.1179,4.5999
phone-android,tiny,1848,choose,rejected,stale_view,0,0.6353,0.4799,0.0787,3.6220,0.1425,4.9584
phone-android,tiny,1849,look,accepted,observed,0,0.7710,0.5332,0.0789,4.4890,0.1556,6.0277
phone-android,tiny,1850,activate,rejected,not_eligible,0,0.8035,0.6037,0.0915,3.7402,0.1240,5.3630
phone-android,tiny,1851,drop,accepted,dropped,1,0.7311,0.5411,0.1739,4.5528,0.1683,6.1672
phone-android,tiny,1852,talk,rejected,not_eligible,0,0.6695,0.4842,0.0819,3.2835,0.1149,4.6340
phone-android,tiny,1853,look,accepted,observed,0,0.5481,0.4794,0.0794,3.2228,0.1076,4.4372
phone-android,tiny,1854,talk,rejected,not_eligible,0,0.6430,0.4914,0.0804,3.4507,0.1210,4.7865
phone-android,tiny,1855,wait,rejected,invalid_time,0,0.5649,0.5074,0.0816,3.4026,0.1171,4.6735
phone-android,tiny,1856,look,accepted,observed,0,0.5674,0.5436,0.0806,3.5532,0.1298,4.8746
phone-android,tiny,1857,look,accepted,observed,0,0.7215,0.5229,0.0823,3.8705,0.1412,5.3383
phone-android,tiny,1858,look,accepted,observed,0,0.8076,0.5329,0.0816,3.7579,0.1276,5.3075
phone-android,tiny,1859,look,accepted,observed,0,0.6578,0.5101,0.0808,3.7722,0.1264,5.1473
phone-android,tiny,1860,move,accepted,moved,1,0.7596,0.5541,0.1724,5.4411,0.1778,7.1050
phone-android,tiny,1861,talk,rejected,not_eligible,0,0.7770,0.5524,0.0817,4.1160,0.1207,5.6479
phone-android,tiny,1862,move,accepted,moved,1,0.6043,0.6218,0.1709,4.2248,0.1434,5.7654
phone-android,tiny,1863,look,accepted,observed,0,0.5513,0.4812,0.0799,3.6288,0.1413,4.8824
phone-android,tiny,1864,take,replayed,taken,0,1.2114,0.4610,0.0020,0.0007,0.0574,1.7326
phone-android,tiny,1865,move,accepted,moved,1,0.4057,0.4494,0.1674,4.4634,0.1657,5.6517
phone-android,tiny,1866,take,rejected,not_present,0,0.6653,0.5123,0.0799,3.7146,0.1319,5.1040
phone-android,tiny,1867,look,accepted,observed,0,0.6786,0.5446,0.0804,3.5037,0.1274,4.9347
phone-android,tiny,1868,activate,rejected,not_eligible,0,0.6149,0.4940,0.0785,3.2623,0.1194,4.5691
phone-android,tiny,1869,look,accepted,observed,0,0.5727,0.4810,0.0799,3.4584,0.1144,4.7065
phone-android,tiny,1870,drop,rejected,integrity_conflict,0,1.0137,0.4316,0.0021,0.0003,0.0631,1.5109
phone-android,tiny,1871,look,accepted,observed,0,0.4309,0.4009,0.0761,3.7668,0.1348,4.8095
phone-android,tiny,1872,talk,rejected,not_eligible,0,0.7488,0.5210,0.0819,3.5132,0.1208,4.9857
phone-android,tiny,1873,move,accepted,moved,1,0.5883,0.5155,0.1726,4.3527,0.1487,5.7778
phone-android,tiny,1874,move,accepted,moved,1,0.5634,0.5219,0.1699,4.2719,0.1527,5.6798
phone-android,tiny,1875,move,accepted,moved,1,0.7127,0.5253,0.1715,4.0766,0.1483,5.6344
phone-android,tiny,1876,talk,rejected,not_eligible,0,0.5482,0.4917,0.0801,3.3063,0.1152,4.5414
phone-android,tiny,1877,move,accepted,moved,1,0.6110,0.5233,0.1708,4.0590,0.1512,5.5154
phone-android,tiny,1878,look,accepted,observed,0,0.6100,0.4890,0.1271,3.6858,0.1088,5.0206
phone-android,tiny,1879,move,accepted,moved,1,0.5564,0.5001,0.1682,4.3215,0.1489,5.6949
phone-android,tiny,1880,move,accepted,moved,1,0.6775,0.5081,0.1708,4.5675,0.1818,6.1057
phone-android,tiny,1881,move,accepted,moved,1,0.7686,0.6027,0.1742,4.5508,0.1556,6.2518
phone-android,tiny,1882,wait,rejected,invalid_time,0,0.6249,0.5087,0.0832,3.5728,0.1107,4.9003
phone-android,tiny,1883,look,accepted,observed,0,0.5630,0.4882,0.0789,3.2510,0.1324,4.5135
phone-android,tiny,1884,move,rejected,exit_unavailable,0,0.7574,0.5597,0.0853,3.6791,0.1938,5.2753
phone-android,tiny,1885,move,accepted,moved,1,0.7362,0.5591,0.1755,4.2415,0.1480,5.8603
phone-android,tiny,1886,look,accepted,observed,0,0.6091,0.5454,0.0801,3.2989,0.1145,4.6479
phone-android,tiny,1887,wait,rejected,invalid_time,0,0.5402,0.4706,0.0830,3.5259,0.1249,4.7446
phone-android,tiny,1888,look,accepted,observed,0,0.5952,0.4872,0.0806,3.4470,0.1101,4.7201
phone-android,tiny,1889,move,accepted,moved,1,0.5598,0.5231,0.1720,4.4107,0.1570,5.8227
phone-android,tiny,1890,look,accepted,observed,0,0.6108,0.5585,0.0799,3.4650,0.1258,4.8399
phone-android,tiny,1891,move,accepted,moved,1,0.6296,0.5219,0.1693,4.3227,0.1781,5.8216
phone-android,tiny,1892,move,accepted,moved,1,0.5697,0.5250,0.1695,4.4306,0.1463,5.8410
phone-android,tiny,1893,wait,rejected,invalid_time,0,0.5656,0.5467,0.0871,4.0295,0.1384,5.3673
phone-android,tiny,1894,look,accepted,observed,0,0.7218,0.5202,0.0808,3.9663,0.1909,5.4801
phone-android,tiny,1895,choose,rejected,invalid_choice,0,0.7304,0.5693,0.0797,3.4994,0.1358,5.0146
phone-android,tiny,1896,look,accepted,observed,0,0.9347,0.5898,0.0821,3.8015,0.1487,5.5569
phone-android,tiny,1897,activate,rejected,not_eligible,0,0.6660,0.4870,0.0839,3.5113,0.1203,4.8685
phone-android,tiny,1898,move,rejected,exit_unavailable,0,0.5837,0.5387,0.0820,3.2460,0.1168,4.5672
phone-android,tiny,1899,move,rejected,exit_unavailable,0,0.6262,0.5077,0.0824,3.2497,0.1129,4.5790
phone-android,tiny,1900,move,accepted,moved,1,0.6110,0.5302,0.1713,4.6840,0.1671,6.1636
phone-android,tiny,1901,move,accepted,moved,1,0.7102,0.5861,0.1708,4.5900,0.1812,6.2382
phone-android,tiny,1902,move,accepted,moved,1,0.6905,0.5533,0.1738,4.3588,0.1561,5.9326
phone-android,tiny,1903,move,accepted,moved,1,0.7068,0.5540,0.1711,4.0744,0.1518,5.6581
phone-android,tiny,1904,look,accepted,observed,0,0.5736,0.5361,0.0799,3.3835,0.1134,4.6867
phone-android,tiny,1905,take,accepted,taken,1,0.5631,0.4920,0.1689,4.0120,0.1585,5.3944
phone-android,tiny,1906,look,accepted,observed,0,0.6402,0.5619,0.0802,3.3569,0.1179,4.7569
phone-android,tiny,1907,talk,rejected,not_eligible,0,0.5945,0.4878,0.0802,3.1683,0.1142,4.4451
phone-android,tiny,1908,look,accepted,observed,0,0.5181,0.4797,0.0797,3.5417,0.1105,4.7297
phone-android,tiny,1909,look,accepted,observed,0,0.6093,0.4749,0.0790,3.2306,0.1274,4.5214
phone-android,tiny,1910,move,accepted,moved,1,0.5993,0.5145,0.1678,4.4244,0.1455,5.8515
phone-android,tiny,1911,move,accepted,moved,1,0.5993,0.5277,0.1688,4.0181,0.1515,5.4654
phone-android,tiny,1912,look,accepted,observed,0,0.5744,0.5382,0.0802,3.5308,0.1428,4.8664
phone-android,tiny,1913,move,accepted,moved,1,0.7467,0.5575,0.1713,4.2909,0.1624,5.9289
phone-android,tiny,1914,move,accepted,moved,1,0.7700,0.5048,0.1682,4.0253,0.1474,5.6157
phone-android,tiny,1915,drop,rejected,integrity_conflict,0,0.9329,0.4364,0.0022,0.0006,0.0645,1.4367
phone-android,tiny,1916,look,accepted,observed,0,0.4132,0.3976,0.0764,3.5556,0.1254,4.5681
phone-android,tiny,1917,move,accepted,moved,1,0.6192,0.4940,0.1679,4.7538,0.1531,6.1880
phone-android,tiny,1918,look,accepted,observed,0,0.5762,0.4848,0.0814,3.3188,0.1127,4.5737
phone-android,tiny,1919,choose,rejected,invalid_choice,0,0.5796,0.5823,0.0809,3.2523,0.1266,4.6218
phone-android,tiny,1920,wait,rejected,invalid_time,0,0.6123,0.5005,0.0821,3.4047,0.1457,4.7453
phone-android,tiny,1921,move,accepted,moved,1,0.7548,0.5633,0.1728,4.7086,0.1683,6.3678
