host,model,i,action,outcome,code,state_write,admission_ms,decision_ms,encode_ms,commit_ms,projection_ms,e2e_ms,bytes_written,host_encode_ms
node-local,medium,2034,move,accepted,moved,1,0.0236,0.0229,0.0030,0.3781,0.0033,0.4309,189,2.6350
node-local,medium,2035,move,accepted,moved,1,0.0261,0.0227,0.0030,0.3882,0.0032,0.4433,187,2.6367
node-local,medium,2036,wait,rejected,invalid_time,0,0.0255,0.0215,0.0022,0.3646,0.0028,0.4166,165,2.6114
node-local,medium,2037,move,accepted,moved,1,0.0262,0.0255,0.0030,0.4096,0.0048,0.4692,191,2.6478
node-local,medium,2038,move,accepted,moved,1,0.0295,0.0216,0.0024,0.3910,0.0033,0.4478,187,2.6185
node-local,medium,2039,look,accepted,observed,0,0.0260,0.0220,0.0023,0.4909,0.0034,0.5447,161,3.1313
node-local,medium,2040,move,accepted,moved,1,0.0350,0.0225,0.0027,0.4307,0.0033,0.4942,189,2.5973
node-local,medium,2041,move,accepted,moved,1,0.0399,0.0234,0.0026,0.3703,0.0034,0.4396,187,2.6210
node-local,medium,2042,look,accepted,observed,0,0.0274,0.0196,0.0024,0.4046,0.0027,0.4567,161,2.6406
node-local,medium,2043,move,accepted,moved,1,0.0284,0.0230,0.0029,0.4181,0.0034,0.4758,191,2.6026
node-local,medium,2044,move,accepted,moved,1,0.0265,0.0221,0.0026,0.3919,0.0034,0.4465,187,2.6510
node-local,medium,2045,move,accepted,moved,1,0.0235,0.0213,0.0025,0.4926,0.0036,0.5435,191,2.6660
node-local,medium,2046,look,accepted,observed,0,0.0304,0.0206,0.0021,0.3703,0.0030,0.4264,161,2.6385
node-local,medium,2047,move,accepted,moved,1,0.0290,0.0226,0.0036,0.4056,0.0034,0.4642,189,2.6250
node-local,medium,2048,look,accepted,observed,0,0.0277,0.0187,0.0021,0.3643,0.0026,0.4154,161,2.6436
node-local,medium,2049,look,accepted,observed,0,0.0246,0.0199,0.0022,0.5095,0.0027,0.5588,161,3.1819
node-local,medium,2050,take,rejected,not_present,0,0.0514,0.0321,0.0024,0.5481,0.0031,0.6372,164,2.6588
node-local,medium,2051,move,accepted,moved,1,0.0345,0.0313,0.0032,0.4139,0.0040,0.4870,191,2.6271
node-local,medium,2052,talk,rejected,not_eligible,0,0.0310,0.0230,0.0021,0.5165,0.0027,0.5753,165,2.6412
node-local,medium,2053,move,rejected,exit_unavailable,0,0.0265,0.0227,0.0022,0.3494,0.0026,0.4035,169,2.6184
node-local,medium,2054,look,accepted,observed,0,0.0408,0.0279,0.0023,0.4027,0.0027,0.4763,161,2.6416
node-local,medium,2055,look,accepted,observed,0,0.0338,0.0210,0.0022,0.4847,0.0029,0.5446,161,2.6690
node-local,medium,2056,move,accepted,moved,1,0.0332,0.0253,0.0031,0.4157,0.0036,0.4809,187,2.6138
node-local,medium,2057,move,accepted,moved,1,0.0266,0.0242,0.0038,0.3982,0.0033,0.4561,191,2.6402
node-local,medium,2058,look,accepted,observed,0,0.0255,0.0201,0.0020,0.4003,0.0028,0.4507,161,2.6211
node-local,medium,2059,talk,rejected,not_eligible,0,0.0257,0.0228,0.0021,0.4695,0.0027,0.5228,165,3.1537
node-local,medium,2060,look,accepted,observed,0,0.0328,0.0236,0.0022,0.4954,0.0028,0.5568,161,2.6455
node-local,medium,2061,drop,replayed,dropped,0,0.0570,0.0158,0.0001,0.0001,0.0019,0.0749,0,2.6044
node-local,medium,2062,move,rejected,exit_unavailable,0,0.0257,0.0269,0.0024,0.4508,0.0030,0.5087,169,2.6542
node-local,medium,2063,talk,rejected,not_eligible,0,0.0330,0.0217,0.0023,0.4878,0.0028,0.5476,165,2.6348
node-local,medium,2064,look,accepted,observed,0,0.0267,0.0200,0.0021,0.3733,0.0028,0.4250,161,2.5986
node-local,medium,2065,move,accepted,moved,1,0.0246,0.0248,0.0035,0.3917,0.0037,0.4483,189,2.6769
node-local,medium,2066,move,rejected,exit_unavailable,0,0.0316,0.0233,0.0023,0.4615,0.0027,0.5214,169,2.6005
node-local,medium,2067,activate,rejected,not_eligible,0,0.0242,0.0198,0.0030,0.4529,0.0031,0.5029,165,2.6132
node-local,medium,2068,move,accepted,moved,1,0.0225,0.0231,0.0031,0.4098,0.0036,0.4621,191,2.6121
node-local,medium,2069,choose,rejected,invalid_choice,0,0.0229,0.0229,0.0022,0.3751,0.0028,0.4258,167,3.0999
node-local,medium,2070,move,accepted,moved,1,0.0321,0.0229,0.0031,0.4163,0.0031,0.4775,187,2.6133
node-local,medium,2071,take,rejected,not_present,0,0.0233,0.0232,0.0021,0.5025,0.0030,0.5540,164,2.6288
node-local,medium,2072,wait,rejected,invalid_time,0,0.0296,0.0228,0.0023,0.5116,0.0027,0.5691,165,2.6314
node-local,medium,2073,look,accepted,observed,0,0.0290,0.0202,0.0022,0.3793,0.0025,0.4332,161,2.6031
node-local,medium,2074,look,accepted,observed,0,0.0240,0.0205,0.0020,0.3564,0.0028,0.4058,161,2.6141
node-local,medium,2075,move,accepted,moved,1,0.0297,0.0237,0.0030,0.4087,0.0032,0.4684,191,2.6060
node-local,medium,2076,move,accepted,moved,1,0.0279,0.0220,0.0029,0.4160,0.0039,0.4726,187,2.6873
node-local,medium,2077,look,accepted,observed,0,0.0342,0.0271,0.0023,0.4216,0.0033,0.4887,161,2.6514
node-local,medium,2078,move,accepted,moved,1,0.0332,0.0239,0.0030,0.3992,0.0036,0.4630,189,2.6078
node-local,medium,2079,talk,rejected,not_eligible,0,0.0291,0.0219,0.0025,0.3787,0.0030,0.4353,165,3.1212
node-local,medium,2080,look,accepted,observed,0,0.0321,0.0248,0.0023,0.5258,0.0026,0.5876,161,2.5900
node-local,medium,2081,look,accepted,observed,0,0.0213,0.0192,0.0021,0.3855,0.0026,0.4308,161,2.6278
node-local,medium,2082,wait,rejected,invalid_time,0,0.0313,0.0323,0.0024,0.5580,0.0033,0.6274,165,2.6933
node-local,medium,2083,talk,rejected,not_eligible,0,0.0323,0.0269,0.0022,0.4842,0.0043,0.5499,165,2.6067
node-local,medium,2084,move,accepted,moved,1,0.0239,0.0228,0.0032,0.4275,0.0033,0.4807,187,2.6083
node-local,medium,2085,activate,rejected,not_eligible,0,0.0276,0.0206,0.0021,0.4725,0.0032,0.5260,165,2.6200
node-local,medium,2086,talk,rejected,not_eligible,0,0.0303,0.0227,0.0022,0.4700,0.0027,0.5280,165,2.7000
node-local,medium,2087,wait,rejected,invalid_time,0,0.0464,0.0330,0.0023,0.4480,0.0035,0.5333,165,2.6850
node-local,medium,2088,move,accepted,moved,1,0.0394,0.0351,0.0040,0.4160,0.0037,0.4983,191,2.6110
node-local,medium,2089,look,accepted,observed,0,0.0313,0.0215,0.0022,0.4199,0.0027,0.4776,161,3.0867
node-local,medium,2090,wait,rejected,invalid_time,0,0.0340,0.0240,0.0022,0.3820,0.0026,0.4449,165,2.5827
node-local,medium,2091,wait,rejected,invalid_time,0,0.0242,0.0215,0.0022,0.4946,0.0025,0.5449,165,2.6098
node-local,medium,2092,activate,rejected,not_eligible,0,0.0438,0.0330,0.0026,0.4095,0.0030,0.4920,165,2.7135
node-local,medium,2093,look,accepted,observed,0,0.0366,0.0245,0.0023,0.5245,0.0030,0.5909,161,2.6798
node-local,medium,2094,take,rejected,not_present,0,0.0514,0.0382,0.0027,0.4926,0.0050,0.5899,164,2.6683
node-local,medium,2095,look,accepted,observed,0,0.0428,0.0287,0.0025,0.4981,0.0034,0.5755,161,2.6088
node-local,medium,2096,wait,rejected,invalid_time,0,0.0278,0.0216,0.0022,0.3920,0.0027,0.4464,165,2.6587
node-local,medium,2097,look,accepted,observed,0,0.0300,0.0197,0.0020,0.3966,0.0026,0.4508,161,2.6643
node-local,medium,2098,take,rejected,not_present,0,0.0318,0.0215,0.0023,0.3951,0.0027,0.4534,164,2.6001
node-local,medium,2099,activate,rejected,not_eligible,0,0.0292,0.0194,0.0024,0.3947,0.0029,0.4486,165,3.1145
node-local,medium,2100,move,accepted,moved,1,0.0354,0.0248,0.0032,0.4580,0.0031,0.5245,187,2.6236
node-local,medium,2101,look,accepted,observed,0,0.0381,0.0285,0.0027,0.4812,0.0061,0.5566,161,2.7632
node-local,medium,2102,move,rejected,exit_unavailable,0,0.0750,0.0454,0.0040,0.5051,0.0035,0.6329,169,2.6378
node-local,medium,2103,move,accepted,moved,1,0.0278,0.0255,0.0030,0.3941,0.0048,0.4552,191,2.6667
node-local,medium,2104,talk,rejected,not_eligible,0,0.0480,0.0276,0.0025,0.5054,0.0032,0.5867,165,2.6510
node-local,medium,2105,move,accepted,moved,1,0.0371,0.0261,0.0032,0.3984,0.0033,0.4681,187,2.6058
node-local,medium,2106,move,accepted,moved,1,0.0258,0.0230,0.0030,0.3815,0.0034,0.4367,191,2.6253
node-local,medium,2107,move,accepted,moved,1,0.0300,0.0260,0.0029,0.3856,0.0034,0.4480,187,2.6609
node-local,medium,2108,look,accepted,observed,0,0.0300,0.0227,0.0024,0.5430,0.0027,0.6008,161,2.5972
node-local,medium,2109,move,accepted,moved,1,0.0302,0.0226,0.0028,0.4028,0.0032,0.4617,191,3.0874
node-local,medium,2110,talk,rejected,not_eligible,0,0.0378,0.0226,0.0023,0.4716,0.0034,0.5377,165,2.6012
node-local,medium,2111,activate,rejected,not_eligible,0,0.0291,0.0200,0.0020,0.5040,0.0026,0.5577,165,2.6013
node-local,medium,2112,look,accepted,observed,0,0.0250,0.0197,0.0022,0.5181,0.0031,0.5682,161,2.6338
node-local,medium,2113,look,accepted,observed,0,0.0261,0.0200,0.0020,0.3900,0.0027,0.4408,161,2.6380
node-local,medium,2114,move,accepted,moved,1,0.0300,0.0243,0.0031,0.4060,0.0033,0.4667,189,2.6263
node-local,medium,2115,look,accepted,observed,0,0.0363,0.0212,0.0022,0.4473,0.0028,0.5098,161,2.6081
node-local,medium,2116,move,accepted,moved,1,0.0276,0.0225,0.0042,0.3894,0.0033,0.4469,191,2.6610
node-local,medium,2117,look,accepted,observed,0,0.0341,0.0245,0.0031,0.5449,0.0112,0.6178,161,2.7264
node-local,medium,2118,move,rejected,exit_unavailable,0,0.0559,0.0452,0.0033,0.4693,0.0035,0.5772,169,2.7356
node-local,medium,2119,look,accepted,observed,0,0.0620,0.0369,0.0030,0.6075,0.0045,0.7139,161,3.4066
node-local,medium,2120,look,accepted,observed,0,0.0698,0.0412,0.0034,0.5285,0.0032,0.6460,161,2.6261
node-local,medium,2121,look,accepted,observed,0,0.0271,0.0199,0.0023,0.3817,0.0027,0.4337,161,2.6073
node-local,medium,2122,look,accepted,observed,0,0.0249,0.0193,0.0022,0.4362,0.0030,0.4855,161,2.6563
node-local,medium,2123,look,accepted,observed,0,0.0372,0.0300,0.0023,0.4380,0.0038,0.5114,161,2.7412
node-local,medium,2124,move,accepted,moved,1,0.0366,0.0366,0.0039,0.5055,0.0044,0.5870,189,2.6319
node-local,medium,2125,wait,rejected,invalid_time,0,0.0313,0.0242,0.0023,0.4373,0.0027,0.4978,165,2.6501
node-local,medium,2126,move,rejected,exit_unavailable,0,0.0263,0.0232,0.0032,0.4253,0.0031,0.4812,169,2.6617
node-local,medium,2127,move,rejected,exit_unavailable,0,0.0270,0.0237,0.0021,0.4357,0.0031,0.4917,169,2.6182
node-local,medium,2128,look,accepted,observed,0,0.0302,0.0201,0.0022,0.3783,0.0025,0.4333,161,2.6377
node-local,medium,2129,look,accepted,observed,0,0.0308,0.0201,0.0023,0.3747,0.0026,0.4305,161,3.1144
node-local,medium,2130,activate,rejected,not_eligible,0,0.0337,0.0205,0.0023,0.4088,0.0027,0.4680,165,2.6022
node-local,medium,2131,move,accepted,moved,1,0.0290,0.0240,0.0032,0.4214,0.0032,0.4810,191,2.6030
node-local,medium,2132,move,accepted,moved,1,0.0250,0.0237,0.0028,0.4274,0.0037,0.4826,189,2.6351
node-local,medium,2133,move,accepted,moved,1,0.0332,0.0225,0.0028,0.4135,0.0031,0.4752,191,2.6222
node-local,medium,2134,move,accepted,moved,1,0.0262,0.0243,0.0028,0.4330,0.0035,0.4898,189,2.6437
node-local,medium,2135,look,accepted,observed,0,0.0284,0.0208,0.0022,0.4201,0.0028,0.4744,161,2.6154
node-local,medium,2136,wait,rejected,invalid_time,0,0.0284,0.0220,0.0026,0.4053,0.0027,0.4610,165,2.6611
node-local,medium,2137,wait,rejected,invalid_time,0,0.0304,0.0199,0.0021,0.3871,0.0029,0.4423,165,2.6254
node-local,medium,2138,move,accepted,moved,1,0.0326,0.0240,0.0030,0.4333,0.0031,0.4960,191,2.6120
node-local,medium,2139,look,accepted,observed,0,0.0314,0.0203,0.0023,0.3752,0.0030,0.4321,161,3.1664
node-local,medium,2140,look,accepted,observed,0,0.0316,0.0229,0.0023,0.3963,0.0026,0.4557,161,2.5955
node-local,medium,2141,take,rejected,not_present,0,0.0240,0.0207,0.0024,0.3805,0.0029,0.4305,164,2.5955
node-local,medium,2142,move,accepted,moved,1,0.0240,0.0233,0.0032,0.4042,0.0035,0.4581,187,2.6482
node-local,medium,2143,move,accepted,moved,1,0.0261,0.0218,0.0027,0.4200,0.0035,0.4740,189,2.6153
node-local,medium,2144,look,accepted,observed,0,0.0239,0.0193,0.0029,0.3743,0.0028,0.4232,161,2.6392
node-local,medium,2145,choose,rejected,invalid_choice,0,0.0248,0.0220,0.0021,0.3791,0.0032,0.4312,167,2.6197
node-local,medium,2146,look,accepted,observed,0,0.0229,0.0195,0.0021,0.3803,0.0027,0.4275,161,2.6604
node-local,medium,2147,move,accepted,moved,1,0.0255,0.0237,0.0032,0.4349,0.0032,0.4905,187,2.6895
node-local,medium,2148,look,accepted,observed,0,0.0257,0.0186,0.0021,0.3798,0.0026,0.4288,161,2.6010
node-local,medium,2149,drop,replayed,dropped,0,0.0587,0.0143,0.0001,0.0000,0.0018,0.0749,0,3.1377
node-local,medium,2150,move,accepted,moved,1,0.0382,0.0437,0.0045,0.5269,0.0038,0.6172,191,2.6186
node-local,medium,2151,close_choice,rejected,invalid_choice,0,0.0314,0.0236,0.0026,0.3810,0.0026,0.4412,167,2.6822
node-local,medium,2152,move,accepted,moved,1,0.0245,0.0245,0.0030,0.4459,0.0034,0.5013,187,2.6108
node-local,medium,2153,look,accepted,observed,0,0.0282,0.0207,0.0021,0.3874,0.0026,0.4410,161,2.6456
node-local,medium,2154,move,accepted,moved,1,0.0296,0.0240,0.0030,0.4227,0.0034,0.4827,191,2.6212
node-local,medium,2155,take,rejected,not_present,0,0.0349,0.0247,0.0025,0.4484,0.0029,0.5134,164,2.6319
node-local,medium,2156,take,rejected,not_present,0,0.0298,0.0287,0.0025,0.4455,0.0035,0.5100,164,2.7168
node-local,medium,2157,talk,rejected,not_eligible,0,0.0416,0.0263,0.0025,0.4255,0.0027,0.4987,165,2.6353
node-local,medium,2158,move,accepted,moved,1,0.0328,0.0240,0.0029,0.4373,0.0031,0.5002,189,2.6168
node-local,medium,2159,move,accepted,moved,1,0.0246,0.0224,0.0026,0.4354,0.0032,0.4882,191,3.1365
node-local,medium,2160,move,accepted,moved,1,0.0333,0.0252,0.0031,0.4820,0.0030,0.5465,187,2.6600
node-local,medium,2161,look,accepted,observed,0,0.0302,0.0252,0.0025,0.3735,0.0026,0.4340,161,2.6292
node-local,medium,2162,look,accepted,observed,0,0.0228,0.0187,0.0022,0.3810,0.0031,0.4278,161,2.6427
node-local,medium,2163,look,accepted,observed,0,0.0247,0.0210,0.0022,0.5351,0.0027,0.5857,161,2.5949
node-local,medium,2164,look,accepted,observed,0,0.0271,0.0202,0.0022,0.3611,0.0028,0.4133,161,2.6282
node-local,medium,2165,take,rejected,not_present,0,0.0258,0.0225,0.0022,0.3804,0.0032,0.4340,164,2.6285
node-local,medium,2166,wait,rejected,invalid_time,0,0.0255,0.0238,0.0021,0.3783,0.0026,0.4322,165,2.6722
node-local,medium,2167,move,accepted,moved,1,0.0315,0.0248,0.0032,0.4365,0.0032,0.4992,191,2.6210
node-local,medium,2168,talk,rejected,not_eligible,0,0.0247,0.0211,0.0020,0.3716,0.0029,0.4223,165,2.6185
node-local,medium,2169,look,accepted,observed,0,0.0283,0.0197,0.0020,0.3702,0.0027,0.4229,161,2.6470
node-local,medium,2170,look,accepted,observed,0,0.0336,0.0199,0.0020,0.4074,0.0028,0.4658,161,3.0879
node-local,medium,2171,move,accepted,moved,1,0.0360,0.0251,0.0034,0.4435,0.0030,0.5110,187,2.6083
node-local,medium,2172,look,accepted,observed,0,0.0246,0.0199,0.0022,0.3786,0.0031,0.4283,161,2.6222
node-local,medium,2173,look,accepted,observed,0,0.0330,0.0206,0.0021,0.3527,0.0026,0.4109,161,2.6295
node-local,medium,2174,move,accepted,moved,1,0.0252,0.0233,0.0030,0.4131,0.0032,0.4677,189,2.6098
node-local,medium,2175,look,accepted,observed,0,0.0326,0.0203,0.0021,0.3840,0.0027,0.4417,161,2.6232
node-local,medium,2176,take,accepted,taken,1,0.0313,0.0235,0.0030,0.4375,0.0034,0.4987,189,2.6714
node-local,medium,2177,look,accepted,observed,0,0.0313,0.0211,0.0022,0.3987,0.0026,0.4559,161,2.6190
node-local,medium,2178,look,accepted,observed,0,0.0282,0.0186,0.0021,0.4061,0.0025,0.4575,161,2.5976
node-local,medium,2179,look,accepted,observed,0,0.0265,0.0189,0.0020,0.4230,0.0023,0.4727,161,2.5924
node-local,medium,2180,move,rejected,exit_unavailable,0,0.0301,0.0219,0.0021,0.3767,0.0026,0.4334,169,3.2415
node-local,medium,2181,move,accepted,moved,1,0.0577,0.0449,0.0044,0.5605,0.0107,0.6782,187,2.8773
node-local,medium,2182,choose,rejected,invalid_choice,0,0.0654,0.0434,0.0039,0.5163,0.0040,0.6330,167,2.6355
node-local,medium,2183,look,accepted,observed,0,0.0275,0.0235,0.0026,0.3789,0.0029,0.4353,161,2.5982
node-local,medium,2184,move,accepted,moved,1,0.0230,0.0253,0.0037,0.4131,0.0048,0.4700,191,2.6307
node-local,medium,2185,drop,accepted,dropped,1,0.0259,0.0218,0.0026,0.4131,0.0034,0.4668,198,2.6003
node-local,medium,2186,move,accepted,moved,1,0.0256,0.0235,0.0025,0.3993,0.0038,0.4546,187,2.6540
node-local,medium,2187,look,accepted,observed,0,0.0390,0.0292,0.0025,0.4141,0.0041,0.4889,161,2.6888
node-local,medium,2188,move,accepted,moved,1,0.0386,0.0317,0.0034,0.5146,0.0080,0.5962,189,2.7442
node-local,medium,2189,move,accepted,moved,1,0.0628,0.0494,0.0054,0.5227,0.0049,0.6452,187,2.6138
node-local,medium,2190,look,accepted,observed,0,0.0296,0.0225,0.0022,0.5818,0.0036,0.6397,161,3.1501
node-local,medium,2191,talk,rejected,not_eligible,0,0.0445,0.0250,0.0023,0.4235,0.0029,0.4983,165,2.6681
node-local,medium,2192,talk,rejected,not_eligible,0,0.0431,0.0260,0.0025,0.4198,0.0031,0.4946,165,2.6706
node-local,medium,2193,drop,replayed,dropped,0,0.0630,0.0165,0.0001,0.0001,0.0020,0.0818,0,2.6299
node-local,medium,2194,move,accepted,moved,1,0.0319,0.0295,0.0036,0.4798,0.0040,0.5488,189,2.5950
node-local,medium,2195,talk,rejected,not_eligible,0,0.0260,0.0228,0.0035,0.3669,0.0029,0.4220,165,2.6306
node-local,medium,2196,look,accepted,observed,0,0.0361,0.0208,0.0022,0.3795,0.0027,0.4412,161,2.6769
node-local,medium,2197,look,accepted,observed,0,0.0369,0.0215,0.0023,0.3814,0.0025,0.4446,161,2.6171
node-local,medium,2198,talk,rejected,not_eligible,0,0.0320,0.0201,0.0021,0.3868,0.0028,0.4438,165,2.6311
node-local,medium,2199,look,accepted,observed,0,0.0261,0.0219,0.0022,0.3755,0.0025,0.4282,161,2.6313
node-local,medium,2200,move,accepted,moved,1,0.0303,0.0250,0.0032,0.4598,0.0039,0.5221,187,3.1211
node-local,medium,2201,look,accepted,observed,0,0.0359,0.0227,0.0023,0.4148,0.0028,0.4785,161,2.6011
node-local,medium,2202,move,rejected,exit_unavailable,0,0.0317,0.0240,0.0024,0.3921,0.0036,0.4538,169,2.6275
node-local,medium,2203,move,accepted,moved,1,0.0258,0.0250,0.0033,0.4065,0.0035,0.4642,191,2.6775
node-local,medium,2204,look,accepted,observed,0,0.0265,0.0215,0.0021,0.3792,0.0027,0.4319,161,2.6189
node-local,medium,2205,move,accepted,moved,1,0.0272,0.0231,0.0028,0.4240,0.0037,0.4809,189,2.6007
node-local,medium,2206,look,accepted,observed,0,0.0263,0.0202,0.0022,0.4027,0.0026,0.4540,161,2.6376
node-local,medium,2207,move,accepted,moved,1,0.0324,0.0255,0.0029,0.4338,0.0037,0.4982,191,2.6337
node-local,medium,2208,look,accepted,observed,0,0.0315,0.0209,0.0022,0.4013,0.0029,0.4588,161,2.6100
node-local,medium,2209,look,accepted,observed,0,0.0287,0.0193,0.0020,0.4107,0.0030,0.4637,161,2.6309
node-local,medium,2210,look,accepted,observed,0,0.0275,0.0196,0.0021,0.3718,0.0027,0.4237,161,3.0773
node-local,medium,2211,move,accepted,moved,1,0.0342,0.0250,0.0032,0.4290,0.0035,0.4948,187,2.5913
node-local,medium,2212,look,accepted,observed,0,0.0222,0.0205,0.0022,0.3727,0.0026,0.4202,161,2.6372
node-local,medium,2213,talk,rejected,not_eligible,0,0.0260,0.0242,0.0022,0.3858,0.0030,0.4412,165,2.6531
node-local,medium,2214,move,accepted,moved,1,0.0296,0.0263,0.0031,0.4216,0.0034,0.4840,189,2.6414
node-local,medium,2215,look,accepted,observed,0,0.0282,0.0203,0.0022,0.3957,0.0026,0.4490,161,2.6166
node-local,medium,2216,activate,rejected,not_eligible,0,0.0330,0.0207,0.0022,0.3810,0.0027,0.4397,165,2.6578
node-local,medium,2217,look,accepted,observed,0,0.0364,0.0203,0.0021,0.3664,0.0026,0.4278,161,2.6046
node-local,medium,2218,talk,rejected,not_eligible,0,0.0270,0.0201,0.0021,0.3719,0.0024,0.4235,165,2.6330
node-local,medium,2219,wait,accepted,waited,1,0.0252,0.0247,0.0031,0.4855,0.0036,0.5421,185,2.6238
node-local,medium,2220,activate,rejected,not_eligible,0,0.0259,0.0234,0.0025,0.3855,0.0030,0.4402,165,3.1440
node-local,medium,2221,choose,rejected,stale_view,0,0.0369,0.0232,0.0022,0.4207,0.0026,0.4856,163,2.5895
node-local,medium,2222,look,accepted,observed,0,0.0272,0.0210,0.0020,0.3744,0.0026,0.4272,161,2.6165
node-local,medium,2223,look,accepted,observed,0,0.0300,0.0201,0.0023,0.3796,0.0025,0.4345,161,2.6854
node-local,medium,2224,talk,rejected,not_eligible,0,0.0268,0.0242,0.0021,0.3947,0.0029,0.4507,165,2.5993
node-local,medium,2225,move,accepted,moved,1,0.0267,0.0240,0.0031,0.4415,0.0037,0.4991,187,2.6289
node-local,medium,2226,look,accepted,observed,0,0.0427,0.0254,0.0026,0.4811,0.0057,0.5575,161,2.6858
node-local,medium,2227,move,accepted,moved,1,0.0483,0.0339,0.0041,0.4802,0.0042,0.5707,191,2.6695
node-local,medium,2228,look,accepted,observed,0,0.0323,0.0220,0.0023,0.3914,0.0025,0.4505,161,2.6476
node-local,medium,2229,look,accepted,observed,0,0.0383,0.0232,0.0024,0.4054,0.0028,0.4721,161,2.6570
node-local,medium,2230,take,accepted,taken,1,0.0325,0.0262,0.0035,0.4425,0.0032,0.5079,189,3.1277
node-local,medium,2231,talk,rejected,not_eligible,0,0.0306,0.0221,0.0021,0.4116,0.0026,0.4690,165,2.6003
node-local,medium,2232,wait,rejected,invalid_time,0,0.0252,0.0239,0.0021,0.3645,0.0028,0.4186,165,2.6350
node-local,medium,2233,close_choice,rejected,invalid_choice,0,0.0323,0.0239,0.0027,0.5580,0.0028,0.6196,167,2.6685
node-local,medium,2234,move,accepted,moved,1,0.0345,0.0245,0.0032,0.4154,0.0035,0.4810,189,2.6087
node-local,medium,2235,wait,rejected,invalid_time,0,0.0302,0.0224,0.0021,0.3865,0.0026,0.4439,165,2.6131
node-local,medium,2236,wait,rejected,invalid_time,0,0.0318,0.0206,0.0020,0.3853,0.0026,0.4423,165,2.6642
node-local,medium,2237,move,accepted,moved,1,0.0300,0.0245,0.0032,0.4114,0.0037,0.4727,191,2.6228
node-local,medium,2238,move,accepted,moved,1,0.0327,0.0230,0.0025,0.4283,0.0035,0.4900,187,2.6430
node-local,medium,2239,choose,rejected,invalid_choice,0,0.0329,0.0267,0.0022,0.3874,0.0027,0.4519,167,2.6321
node-local,medium,2240,wait,rejected,invalid_time,0,0.0285,0.0224,0.0021,0.4047,0.0029,0.4607,165,3.1344
node-local,medium,2241,take,replayed,not_present,0,0.0563,0.0163,0.0001,0.0000,0.0017,0.0745,0,2.5824
node-local,medium,2242,drop,accepted,dropped,1,0.0208,0.0260,0.0037,0.5424,0.0083,0.6013,194,2.6390
node-local,medium,2243,look,accepted,observed,0,0.0426,0.0327,0.0032,0.4367,0.0031,0.5184,161,2.6108
node-local,medium,2244,take,accepted,taken,1,0.0304,0.0221,0.0030,0.4648,0.0031,0.5235,189,2.6707
node-local,medium,2245,move,accepted,moved,1,0.0332,0.0244,0.0027,0.4452,0.0035,0.5090,191,2.6008
node-local,medium,2246,look,accepted,observed,0,0.0273,0.0197,0.0021,0.3775,0.0027,0.4294,161,2.6187
node-local,medium,2247,drop,replayed,dropped,0,0.0557,0.0148,0.0001,0.0000,0.0018,0.0724,0,2.6605
node-local,medium,2248,choose,rejected,stale_view,0,0.0214,0.0222,0.0023,0.4596,0.0032,0.5087,163,2.6170
node-local,medium,2249,look,accepted,observed,0,0.0224,0.0210,0.0022,0.3620,0.0027,0.4103,161,2.6149
node-local,medium,2250,look,accepted,observed,0,0.0266,0.0212,0.0024,0.3797,0.0025,0.4325,161,3.1205
node-local,medium,2251,look,accepted,observed,0,0.0329,0.0214,0.0028,0.5780,0.0025,0.6376,161,2.5922
node-local,medium,2252,talk,rejected,not_eligible,0,0.0278,0.0220,0.0023,0.3908,0.0025,0.4454,165,2.6576
node-local,medium,2253,look,accepted,observed,0,0.0300,0.0230,0.0022,0.5426,0.0026,0.6005,161,2.6610
node-local,medium,2254,look,accepted,observed,0,0.0274,0.0186,0.0020,0.4088,0.0028,0.4597,161,2.6048
node-local,medium,2255,look,accepted,observed,0,0.0235,0.0208,0.0019,0.3777,0.0028,0.4267,161,2.6178
node-local,medium,2256,move,accepted,moved,1,0.0233,0.0246,0.0034,0.4267,0.0032,0.4812,187,2.6457
node-local,medium,2257,look,accepted,observed,0,0.0282,0.0198,0.0021,0.4046,0.0027,0.4574,161,2.6160
node-local,medium,2258,move,accepted,moved,1,0.0305,0.0232,0.0032,0.4477,0.0033,0.5079,191,2.6381
node-local,medium,2259,move,accepted,moved,1,0.0222,0.0217,0.0025,0.4403,0.0031,0.4899,187,2.6182
node-local,medium,2260,move,accepted,moved,1,0.0310,0.0263,0.0029,0.4215,0.0040,0.4856,191,3.1699
node-local,medium,2261,look,accepted,observed,0,0.0390,0.0215,0.0023,0.4544,0.0026,0.5197,161,2.6135
node-local,medium,2262,drop,accepted,dropped,1,0.0243,0.0227,0.0029,0.4275,0.0035,0.4808,198,2.6290
node-local,medium,2263,take,accepted,taken,1,0.0259,0.0227,0.0028,0.4156,0.0049,0.4720,189,2.7117
node-local,medium,2264,move,accepted,moved,1,0.0463,0.0314,0.0028,0.4479,0.0037,0.5321,187,2.6130
node-local,medium,2265,move,accepted,moved,1,0.0289,0.0215,0.0025,0.4264,0.0030,0.4824,189,2.6525
node-local,medium,2266,move,accepted,moved,1,0.0426,0.0271,0.0028,0.4497,0.0035,0.5257,187,2.6929
node-local,medium,2267,move,accepted,moved,1,0.0428,0.0238,0.0029,0.4392,0.0033,0.5120,191,2.6107
node-local,medium,2268,look,accepted,observed,0,0.0248,0.0188,0.0022,0.3592,0.0025,0.4075,161,2.6000
