host,model,i,action,outcome,code,state_write,admission_ms,decision_ms,encode_ms,commit_ms,projection_ms,e2e_ms,bytes_written,host_encode_ms
node-local,tiny,2038,move,accepted,moved,1,0.0113,0.0149,0.0022,0.3200,0.0028,0.3513,187,0.0095
node-local,tiny,2039,look,accepted,observed,0,0.0109,0.0132,0.0019,0.2753,0.0021,0.3035,161,0.0099
node-local,tiny,2040,move,accepted,moved,1,0.0119,0.0139,0.0022,0.3155,0.0027,0.3461,189,0.0094
node-local,tiny,2041,move,accepted,moved,1,0.0113,0.0145,0.0022,0.3270,0.0027,0.3577,187,0.0095
node-local,tiny,2042,look,accepted,observed,0,0.0109,0.0125,0.0020,0.3061,0.0021,0.3335,161,0.0095
node-local,tiny,2043,move,accepted,moved,1,0.0118,0.0149,0.0022,0.3411,0.0061,0.3761,191,0.0150
node-local,tiny,2044,move,accepted,moved,1,0.0192,0.0231,0.0033,0.3613,0.0035,0.4104,187,0.0119
node-local,tiny,2045,move,accepted,moved,1,0.0144,0.0190,0.0027,0.4159,0.0028,0.4549,191,0.0096
node-local,tiny,2046,look,accepted,observed,0,0.0113,0.0127,0.0019,0.2878,0.0028,0.3165,161,0.0111
node-local,tiny,2047,move,accepted,moved,1,0.0124,0.0165,0.0025,0.3312,0.0031,0.3659,189,0.0110
node-local,tiny,2048,look,accepted,observed,0,0.0122,0.0154,0.0022,0.2895,0.0023,0.3216,161,0.0101
node-local,tiny,2049,look,accepted,observed,0,0.0111,0.0140,0.0021,0.2999,0.0023,0.3293,161,0.0099
node-local,tiny,2050,take,rejected,not_present,0,0.0113,0.0158,0.0020,0.2955,0.0023,0.3269,164,0.0095
node-local,tiny,2051,move,accepted,moved,1,0.0112,0.0147,0.0023,0.3157,0.0029,0.3469,191,0.0100
node-local,tiny,2052,talk,rejected,not_eligible,0,0.0113,0.0153,0.0020,0.2755,0.0023,0.3065,165,0.0095
node-local,tiny,2053,move,rejected,exit_unavailable,0,0.0110,0.0148,0.0019,0.2848,0.0027,0.3152,169,0.0099
node-local,tiny,2054,look,accepted,observed,0,0.0118,0.0133,0.0020,0.2859,0.0021,0.3152,161,0.0095
node-local,tiny,2055,look,accepted,observed,0,0.0121,0.0134,0.0019,0.2880,0.0022,0.3176,161,0.0099
node-local,tiny,2056,move,accepted,moved,1,0.0111,0.0151,0.0022,0.3210,0.0027,0.3521,187,0.0094
node-local,tiny,2057,move,accepted,moved,1,0.0109,0.0152,0.0024,0.3217,0.0029,0.3530,191,0.0094
node-local,tiny,2058,look,accepted,observed,0,0.0113,0.0129,0.0020,0.2805,0.0022,0.3088,161,0.0094
node-local,tiny,2059,talk,rejected,not_eligible,0,0.0118,0.0143,0.0021,0.2793,0.0023,0.3097,165,0.0102
node-local,tiny,2060,look,accepted,observed,0,0.0122,0.0127,0.0020,0.2930,0.0022,0.3220,161,0.0095
node-local,tiny,2061,drop,replayed,dropped,0,0.0355,0.0123,0.0000,0.0000,0.0017,0.0496,0,0.0094
node-local,tiny,2062,move,rejected,exit_unavailable,0,0.0100,0.0146,0.0020,0.2822,0.0022,0.3110,169,0.0093
node-local,tiny,2063,talk,rejected,not_eligible,0,0.0110,0.0133,0.0019,0.2783,0.0022,0.3067,165,0.0095
node-local,tiny,2064,look,accepted,observed,0,0.0108,0.0133,0.0019,0.2811,0.0021,0.3092,161,0.0094
node-local,tiny,2065,move,accepted,moved,1,0.0107,0.0145,0.0024,0.3317,0.0027,0.3621,189,0.0095
node-local,tiny,2066,move,rejected,exit_unavailable,0,0.0109,0.0140,0.0020,0.3091,0.0023,0.3384,169,0.0095
node-local,tiny,2067,activate,rejected,not_eligible,0,0.0122,0.0132,0.0021,0.3514,0.0022,0.3811,165,0.0093
node-local,tiny,2068,move,accepted,moved,1,0.0112,0.0157,0.0023,0.3265,0.0029,0.3586,191,0.0095
node-local,tiny,2069,choose,rejected,invalid_choice,0,0.0112,0.0153,0.0021,0.2766,0.0021,0.3073,167,0.0095
node-local,tiny,2070,move,accepted,moved,1,0.0113,0.0146,0.0022,0.3196,0.0028,0.3505,187,0.0094
node-local,tiny,2071,take,rejected,not_present,0,0.0112,0.0143,0.0021,0.2780,0.0022,0.3079,164,0.0094
node-local,tiny,2072,wait,rejected,invalid_time,0,0.0109,0.0143,0.0024,0.2767,0.0021,0.3064,165,0.0094
node-local,tiny,2073,look,accepted,observed,0,0.0109,0.0127,0.0019,0.2868,0.0023,0.3146,161,0.0097
node-local,tiny,2074,look,accepted,observed,0,0.0117,0.0131,0.0020,0.2869,0.0021,0.3158,161,0.0095
node-local,tiny,2075,move,accepted,moved,1,0.0115,0.0148,0.0022,0.3257,0.0027,0.3569,191,0.0096
node-local,tiny,2076,move,accepted,moved,1,0.0109,0.0148,0.0022,0.3215,0.0031,0.3525,187,0.0095
node-local,tiny,2077,look,accepted,observed,0,0.0114,0.0127,0.0019,0.4813,0.0021,0.5094,161,0.0094
node-local,tiny,2078,move,accepted,moved,1,0.0113,0.0141,0.0022,0.3232,0.0027,0.3536,189,0.0095
node-local,tiny,2079,talk,rejected,not_eligible,0,0.0111,0.0141,0.0019,0.2806,0.0022,0.3099,165,0.0121
node-local,tiny,2080,look,accepted,observed,0,0.0113,0.0126,0.0020,0.2764,0.0022,0.3044,161,0.0098
node-local,tiny,2081,look,accepted,observed,0,0.0109,0.0122,0.0019,0.2804,0.0020,0.3075,161,0.0092
node-local,tiny,2082,wait,rejected,invalid_time,0,0.0107,0.0143,0.0019,0.2893,0.0022,0.3185,165,0.0093
node-local,tiny,2083,talk,rejected,not_eligible,0,0.0107,0.0134,0.0019,0.3490,0.0021,0.3772,165,0.0094
node-local,tiny,2084,move,accepted,moved,1,0.0109,0.0143,0.0022,0.3170,0.0027,0.3472,187,0.0098
node-local,tiny,2085,activate,rejected,not_eligible,0,0.0115,0.0126,0.0019,0.2792,0.0021,0.3073,165,0.0093
node-local,tiny,2086,talk,rejected,not_eligible,0,0.0109,0.0133,0.0020,1.1855,0.0027,1.2144,165,0.0095
node-local,tiny,2087,wait,rejected,invalid_time,0,0.0121,0.0145,0.0020,0.2856,0.0022,0.3165,165,0.0093
node-local,tiny,2088,move,accepted,moved,1,0.0115,0.0149,0.0023,0.3202,0.0027,0.3515,191,0.0102
node-local,tiny,2089,look,accepted,observed,0,0.0109,0.0127,0.0019,0.3107,0.0021,0.3383,161,0.0093
node-local,tiny,2090,wait,rejected,invalid_time,0,0.0108,0.0137,0.0019,2.0484,0.0027,2.0775,165,0.0094
node-local,tiny,2091,wait,rejected,invalid_time,0,0.0125,0.0138,0.0020,0.2775,0.0023,0.3081,165,0.0095
node-local,tiny,2092,activate,rejected,not_eligible,0,0.0113,0.0127,0.0020,0.3060,0.0021,0.3342,165,0.0094
node-local,tiny,2093,look,accepted,observed,0,0.0110,0.1763,0.0027,0.4235,0.0024,0.6158,161,0.0098
node-local,tiny,2094,take,rejected,not_present,0,0.0122,0.0151,0.0020,0.3022,0.0023,0.3338,164,0.0094
node-local,tiny,2095,look,accepted,observed,0,0.0121,0.0128,0.0020,0.3422,0.0021,0.3713,161,0.0095
node-local,tiny,2096,wait,rejected,invalid_time,0,0.0107,0.0141,0.0019,0.2797,0.0021,0.3085,165,0.0099
node-local,tiny,2097,look,accepted,observed,0,0.0107,0.0127,0.0019,0.2871,0.0022,0.3146,161,0.0095
node-local,tiny,2098,take,rejected,not_present,0,0.0114,0.0137,0.0020,0.2779,0.0021,0.3071,164,0.0094
node-local,tiny,2099,activate,rejected,not_eligible,0,0.0110,0.0128,0.0020,0.2800,0.0020,0.3079,165,0.0094
node-local,tiny,2100,move,accepted,moved,1,0.0111,0.0151,0.0023,0.3265,0.0027,0.3576,187,0.0100
node-local,tiny,2101,look,accepted,observed,0,0.0118,0.0125,0.0019,0.2861,0.0021,0.3144,161,0.0094
node-local,tiny,2102,move,rejected,exit_unavailable,0,0.0111,0.0146,0.0020,0.2770,0.0022,0.3068,169,0.0092
node-local,tiny,2103,move,accepted,moved,1,0.0109,0.0147,0.0022,0.3185,0.0028,0.3491,191,0.0095
node-local,tiny,2104,talk,rejected,not_eligible,0,0.0111,0.0140,0.0020,0.3478,0.0021,0.3769,165,0.0092
node-local,tiny,2105,move,accepted,moved,1,0.0116,0.0154,0.0023,0.3150,0.0027,0.3470,187,0.0095
node-local,tiny,2106,move,accepted,moved,1,0.0109,0.0144,0.0023,0.3137,0.0028,0.3440,191,0.0095
node-local,tiny,2107,move,accepted,moved,1,0.0111,0.0144,0.0022,0.3060,0.0027,0.3364,187,0.0095
node-local,tiny,2108,look,accepted,observed,0,0.0115,0.0127,0.0019,0.2804,0.0021,0.3086,161,0.0103
node-local,tiny,2109,move,accepted,moved,1,0.0113,0.0144,0.0023,0.3129,0.0027,0.3436,191,0.0093
node-local,tiny,2110,talk,rejected,not_eligible,0,0.0110,0.0133,0.0020,0.3355,0.0022,0.3639,165,0.0093
node-local,tiny,2111,activate,rejected,not_eligible,0,0.0108,0.0128,0.0020,0.2766,0.0022,0.3043,165,0.0094
node-local,tiny,2112,look,accepted,observed,0,0.0108,0.0126,0.0019,0.3172,0.0022,0.3447,161,0.0094
node-local,tiny,2113,look,accepted,observed,0,0.0108,0.0125,0.0019,0.3012,0.0035,0.3299,161,0.0123
node-local,tiny,2114,move,accepted,moved,1,0.0138,0.0168,0.0026,0.3523,0.0035,0.3889,189,0.0113
node-local,tiny,2115,look,accepted,observed,0,0.0131,0.0142,0.0022,0.3567,0.0025,0.3888,161,0.0100
node-local,tiny,2116,move,accepted,moved,1,0.0122,0.0162,0.0023,0.3342,0.0029,0.3678,191,0.0099
node-local,tiny,2117,look,accepted,observed,0,0.0135,0.0133,0.0019,0.2877,0.0022,0.3185,161,0.0098
node-local,tiny,2118,move,rejected,exit_unavailable,0,0.0113,0.0142,0.0020,0.2794,0.0021,0.3091,169,0.0095
node-local,tiny,2119,look,accepted,observed,0,0.0111,0.0129,0.0019,0.3339,0.0021,0.3619,161,0.0093
node-local,tiny,2120,look,accepted,observed,0,0.0118,0.0125,0.0019,0.2744,0.0021,0.3028,161,0.0093
node-local,tiny,2121,look,accepted,observed,0,0.0108,0.0132,0.0019,0.2802,0.0021,0.3082,161,0.0096
node-local,tiny,2122,look,accepted,observed,0,0.0107,0.0126,0.0019,0.3349,0.0021,0.3622,161,0.0095
node-local,tiny,2123,look,accepted,observed,0,0.0111,0.0123,0.0019,0.2756,0.0020,0.3029,161,0.0093
node-local,tiny,2124,move,accepted,moved,1,0.0108,0.0146,0.0022,0.4127,0.0039,0.4443,189,0.0105
node-local,tiny,2125,wait,rejected,invalid_time,0,0.0140,0.0158,0.0028,0.3656,0.0026,0.4009,165,0.0100
node-local,tiny,2126,move,rejected,exit_unavailable,0,0.0120,0.0149,0.0020,0.3715,0.0023,0.4027,169,0.0096
node-local,tiny,2127,move,rejected,exit_unavailable,0,0.0118,0.0138,0.0019,0.3285,0.0022,0.3582,169,0.0097
node-local,tiny,2128,look,accepted,observed,0,0.0180,0.0127,0.0019,0.3556,0.0036,0.3918,161,0.0105
node-local,tiny,2129,look,accepted,observed,0,0.0205,0.0164,0.0022,0.3707,0.0025,0.4122,161,0.0106
node-local,tiny,2130,activate,rejected,not_eligible,0,0.0162,0.0147,0.0020,0.3495,0.0022,0.3846,165,0.0095
node-local,tiny,2131,move,accepted,moved,1,0.0147,0.0148,0.0024,0.3858,0.0031,0.4207,191,0.0098
node-local,tiny,2132,move,accepted,moved,1,0.0160,0.0164,0.0024,0.3931,0.0030,0.4309,189,0.0095
node-local,tiny,2133,move,accepted,moved,1,0.0175,0.0147,0.0023,0.3959,0.0028,0.4332,191,0.0102
node-local,tiny,2134,move,accepted,moved,1,0.0147,0.0151,0.0023,0.3859,0.0027,0.4207,189,0.0098
node-local,tiny,2135,look,accepted,observed,0,0.0148,0.0137,0.0020,0.3370,0.0023,0.3698,161,0.0095
node-local,tiny,2136,wait,rejected,invalid_time,0,0.0122,0.0144,0.0020,0.2942,0.0022,0.3249,165,0.0097
node-local,tiny,2137,wait,rejected,invalid_time,0,0.0124,0.0141,0.0020,0.2872,0.0023,0.3180,165,0.0101
node-local,tiny,2138,move,accepted,moved,1,0.0118,0.0148,0.0023,0.3296,0.0028,0.3612,191,0.0122
node-local,tiny,2139,look,accepted,observed,0,0.0117,0.0137,0.0020,0.2995,0.0022,0.3290,161,0.0099
node-local,tiny,2140,look,accepted,observed,0,0.0112,0.0133,0.0020,1.8014,0.0029,1.8308,161,0.0096
node-local,tiny,2141,take,rejected,not_present,0,0.0127,0.0157,0.0020,0.3937,0.0028,0.4269,164,0.0109
node-local,tiny,2142,move,accepted,moved,1,0.0125,0.0168,0.0024,0.3422,0.0036,0.3774,187,0.0097
node-local,tiny,2143,move,accepted,moved,1,0.0127,0.0153,0.0023,0.3251,0.0027,0.3582,189,0.0093
node-local,tiny,2144,look,accepted,observed,0,0.0114,0.0127,0.0019,0.3296,0.0023,0.3580,161,0.0095
node-local,tiny,2145,choose,rejected,invalid_choice,0,0.0132,0.0174,0.0020,0.2908,0.0022,0.3255,167,0.0105
node-local,tiny,2146,look,accepted,observed,0,0.0120,0.0128,0.0020,0.2890,0.0021,0.3180,161,0.0092
node-local,tiny,2147,move,accepted,moved,1,0.0121,0.0146,0.0024,0.3147,0.0028,0.3467,187,0.0094
node-local,tiny,2148,look,accepted,observed,0,0.0111,0.0125,0.0020,0.2855,0.0021,0.3132,161,0.0094
node-local,tiny,2149,drop,replayed,dropped,0,0.0376,0.0121,0.0000,0.0000,0.0021,0.0518,0,0.0095
node-local,tiny,2150,move,accepted,moved,1,0.0100,0.0155,0.0023,0.3403,0.0029,0.3709,191,0.0094
node-local,tiny,2151,close_choice,rejected,invalid_choice,0,0.0121,0.0145,0.0021,5.5785,0.0028,5.6100,167,0.0095
node-local,tiny,2152,move,accepted,moved,1,0.0122,0.0157,0.0023,0.3225,0.0028,0.3554,187,0.0095
node-local,tiny,2153,look,accepted,observed,0,0.0112,0.0129,0.0020,0.2847,0.0022,0.3130,161,0.0094
node-local,tiny,2154,move,accepted,moved,1,0.0110,0.0154,0.0023,0.3306,0.0027,0.3620,191,0.0094
node-local,tiny,2155,take,rejected,not_present,0,0.0111,0.0146,0.0020,0.2808,0.0023,0.3107,164,0.0094
node-local,tiny,2156,take,rejected,not_present,0,0.0109,0.0136,0.0019,0.2824,0.0022,0.3110,164,0.0093
node-local,tiny,2157,talk,rejected,not_eligible,0,0.0115,0.0141,0.0019,1.8602,0.0027,1.8905,165,0.0095
node-local,tiny,2158,move,accepted,moved,1,0.0118,0.1968,0.0039,0.3387,0.0031,0.5544,189,0.0096
node-local,tiny,2159,move,accepted,moved,1,0.0115,0.0150,0.0025,0.3375,0.0028,0.3694,191,0.0093
node-local,tiny,2160,move,accepted,moved,1,0.0108,0.0147,0.0023,0.3123,0.0027,0.3428,187,0.0095
node-local,tiny,2161,look,accepted,observed,0,0.0123,0.0134,0.0019,0.2722,0.0021,0.3020,161,0.0098
node-local,tiny,2162,look,accepted,observed,0,0.0115,0.0129,0.0018,0.2899,0.0023,0.3185,161,0.0096
node-local,tiny,2163,look,accepted,observed,0,0.0118,0.0130,0.0020,0.2890,0.0021,0.3179,161,0.0095
node-local,tiny,2164,look,accepted,observed,0,0.0113,0.0122,0.0020,0.2900,0.0023,0.3178,161,0.0097
node-local,tiny,2165,take,rejected,not_present,0,0.0113,0.0142,0.0020,0.2906,0.0021,0.3202,164,0.0100
node-local,tiny,2166,wait,rejected,invalid_time,0,0.0110,0.0149,0.0019,0.2845,0.0023,0.3145,165,0.0094
node-local,tiny,2167,move,accepted,moved,1,0.0108,0.0145,0.0023,0.3223,0.0028,0.3527,191,0.0093
node-local,tiny,2168,talk,rejected,not_eligible,0,0.0117,0.0138,0.0020,0.2865,0.0023,0.3162,165,0.0093
node-local,tiny,2169,look,accepted,observed,0,0.0108,0.0126,0.0020,0.2808,0.0022,0.3082,161,0.0092
node-local,tiny,2170,look,accepted,observed,0,0.0109,0.0124,0.0019,0.3310,0.0020,0.3583,161,0.0094
node-local,tiny,2171,move,accepted,moved,1,0.0118,0.0150,0.0025,0.3243,0.0028,0.3564,187,0.0093
node-local,tiny,2172,look,accepted,observed,0,0.0110,0.0124,0.0019,0.2826,0.0022,0.3101,161,0.0096
node-local,tiny,2173,look,accepted,observed,0,0.0112,0.0125,0.0020,0.3027,0.0022,0.3306,161,0.0097
node-local,tiny,2174,move,accepted,moved,1,0.0116,0.0154,0.0023,0.3385,0.0029,0.3707,189,0.0094
node-local,tiny,2175,look,accepted,observed,0,0.0109,0.0123,0.0019,0.2837,0.0020,0.3108,161,0.0093
node-local,tiny,2176,take,accepted,taken,1,0.0108,0.0145,0.0023,0.3252,0.0027,0.3555,189,0.0097
node-local,tiny,2177,look,accepted,observed,0,0.0112,0.0124,0.0019,0.2827,0.0021,0.3102,161,0.0093
node-local,tiny,2178,look,accepted,observed,0,0.0118,0.0130,0.0019,0.2809,0.0021,0.3097,161,0.0094
node-local,tiny,2179,look,accepted,observed,0,0.0108,0.0128,0.0019,0.3261,0.0021,0.3537,161,0.0094
node-local,tiny,2180,move,rejected,exit_unavailable,0,0.0110,0.0139,0.0020,0.2850,0.0022,0.3142,169,0.0096
node-local,tiny,2181,move,accepted,moved,1,0.0118,0.0144,0.0023,0.3226,0.0027,0.3537,187,0.0095
node-local,tiny,2182,choose,rejected,invalid_choice,0,0.0110,0.0155,0.0020,0.3097,0.0021,0.3403,167,0.0095
node-local,tiny,2183,look,accepted,observed,0,0.0107,0.0125,0.0020,0.2850,0.0020,0.3122,161,0.0093
node-local,tiny,2184,move,accepted,moved,1,0.0110,0.0145,0.0022,0.3386,0.0029,0.3693,191,0.0097
node-local,tiny,2185,drop,accepted,dropped,1,0.0114,0.0146,0.0024,0.3306,0.0028,0.3618,198,0.0095
node-local,tiny,2186,move,accepted,moved,1,0.0109,0.0151,0.0051,0.3233,0.0028,0.3572,187,0.0094
node-local,tiny,2187,look,accepted,observed,0,0.0113,0.0125,0.0019,0.2877,0.0022,0.3155,161,0.0095
node-local,tiny,2188,move,accepted,moved,1,0.0119,0.0300,0.0025,0.3503,0.0030,0.3976,189,0.0098
node-local,tiny,2189,move,accepted,moved,1,0.0118,0.0155,0.0022,0.3304,0.0026,0.3625,187,0.0095
node-local,tiny,2190,look,accepted,observed,0,0.0110,0.0135,0.0020,0.2895,0.0021,0.3181,161,0.0093
node-local,tiny,2191,talk,rejected,not_eligible,0,0.0125,0.0135,0.0019,0.4816,0.0024,0.5119,165,0.0098
node-local,tiny,2192,talk,rejected,not_eligible,0,0.0115,0.0136,0.0020,0.4294,0.0021,0.4586,165,0.0093
node-local,tiny,2193,drop,replayed,dropped,0,0.0282,0.0110,0.0000,0.0000,0.0016,0.0408,0,0.0094
node-local,tiny,2194,move,accepted,moved,1,0.0095,0.0137,0.0023,0.3281,0.0029,0.3566,189,0.0099
node-local,tiny,2195,talk,rejected,not_eligible,0,0.0113,0.0133,0.0020,0.2862,0.0021,0.3148,165,0.0093
node-local,tiny,2196,look,accepted,observed,0,0.0108,0.0130,0.0019,1.7754,0.0028,1.8039,161,0.0095
node-local,tiny,2197,look,accepted,observed,0,0.0122,0.0131,0.0018,1.8330,0.0027,1.8629,161,0.0094
node-local,tiny,2198,talk,rejected,not_eligible,0,0.0122,0.0137,0.0020,0.5035,0.0022,0.5336,165,0.0099
node-local,tiny,2199,look,accepted,observed,0,0.0125,0.0128,0.0019,0.8539,0.0024,0.8835,161,0.0095
node-local,tiny,2200,move,accepted,moved,1,0.0114,0.0145,0.0022,0.3320,0.0028,0.3629,187,0.0094
node-local,tiny,2201,look,accepted,observed,0,0.0110,0.0127,0.0019,0.2555,0.0022,0.2832,161,0.0093
node-local,tiny,2202,move,rejected,exit_unavailable,0,0.0118,0.0152,0.0020,0.2589,0.0021,0.2900,169,0.0099
node-local,tiny,2203,move,accepted,moved,1,0.0108,0.0148,0.0023,0.3345,0.0027,0.3651,191,0.0095
node-local,tiny,2204,look,accepted,observed,0,0.0114,0.0125,0.0019,0.2683,0.0022,0.2963,161,0.0093
node-local,tiny,2205,move,accepted,moved,1,0.0111,0.0147,0.0022,0.3263,0.0028,0.3570,189,0.0095
node-local,tiny,2206,look,accepted,observed,0,0.0113,0.0125,0.0020,0.2995,0.0022,0.3274,161,0.0101
node-local,tiny,2207,move,accepted,moved,1,0.0113,0.0151,0.0023,0.3383,0.0037,0.3706,191,0.0104
node-local,tiny,2208,look,accepted,observed,0,0.0149,0.0151,0.0022,0.2903,0.0023,0.3248,161,0.0096
node-local,tiny,2209,look,accepted,observed,0,0.0121,0.0135,0.0019,0.3514,0.0021,0.3810,161,0.0094
node-local,tiny,2210,look,accepted,observed,0,0.0115,0.0152,0.0019,1.8645,0.0027,1.8958,161,0.0094
node-local,tiny,2211,move,accepted,moved,1,0.0120,0.0152,0.0021,0.3273,0.0027,0.3592,187,0.0093
node-local,tiny,2212,look,accepted,observed,0,0.0110,0.0129,0.0019,0.3827,0.0022,0.4107,161,0.0093
node-local,tiny,2213,talk,rejected,not_eligible,0,0.0112,0.0134,0.0020,0.2631,0.0021,0.2918,165,0.0093
node-local,tiny,2214,move,accepted,moved,1,0.0122,0.0145,0.0021,0.3496,0.0034,0.3818,189,0.0098
node-local,tiny,2215,look,accepted,observed,0,0.0140,0.0138,0.0019,0.2816,0.0023,0.3136,161,0.0095
node-local,tiny,2216,activate,rejected,not_eligible,0,0.0115,0.0137,0.0020,0.2774,0.0022,0.3067,165,0.0094
node-local,tiny,2217,look,accepted,observed,0,0.0113,0.0126,0.0018,0.3330,0.0022,0.3610,161,0.0100
node-local,tiny,2218,talk,rejected,not_eligible,0,0.0118,0.0138,0.0020,1.1608,0.0027,1.1912,165,0.0095
node-local,tiny,2219,wait,accepted,waited,1,0.0123,0.0175,0.0023,0.3408,0.0036,0.3765,185,0.0095
node-local,tiny,2220,activate,rejected,not_eligible,0,0.0119,0.0137,0.0020,0.2643,0.0023,0.2942,165,0.0094
node-local,tiny,2221,choose,rejected,stale_view,0,0.0115,0.0142,0.0019,0.2709,0.0022,0.3008,163,0.0094
node-local,tiny,2222,look,accepted,observed,0,0.0149,0.0132,0.0020,0.5677,0.0021,0.6000,161,0.0093
node-local,tiny,2223,look,accepted,observed,0,0.0114,0.0129,0.1507,0.2895,0.0023,0.4668,161,0.0094
node-local,tiny,2224,talk,rejected,not_eligible,0,0.0118,0.0146,0.0021,0.2773,0.0023,0.3080,165,0.0095
node-local,tiny,2225,move,accepted,moved,1,0.0117,0.0154,0.0023,0.3343,0.0031,0.3668,187,0.0095
node-local,tiny,2226,look,accepted,observed,0,0.0111,0.0127,0.0019,0.2803,0.0026,0.3086,161,0.0105
node-local,tiny,2227,move,accepted,moved,1,0.0122,0.0159,0.0023,0.3418,0.0028,0.3750,191,0.0096
node-local,tiny,2228,look,accepted,observed,0,0.0112,0.0132,0.0019,0.2793,0.0022,0.3078,161,0.0093
node-local,tiny,2229,look,accepted,observed,0,0.0115,0.0125,0.0019,0.3030,0.0022,0.3310,161,0.0095
node-local,tiny,2230,take,accepted,taken,1,0.0115,0.0151,0.0022,0.3386,0.0028,0.3701,189,0.0096
node-local,tiny,2231,talk,rejected,not_eligible,0,0.0115,0.0136,0.0019,0.2814,0.0021,0.3106,165,0.0094
node-local,tiny,2232,wait,rejected,invalid_time,0,0.0110,0.0145,0.0019,0.2778,0.0023,0.3075,165,0.0094
node-local,tiny,2233,close_choice,rejected,invalid_choice,0,0.0108,0.0140,0.0020,0.2874,0.0022,0.3165,167,0.0095
node-local,tiny,2234,move,accepted,moved,1,0.0121,0.0153,0.0023,0.3300,0.0027,0.3624,189,0.0095
node-local,tiny,2235,wait,rejected,invalid_time,0,0.0117,0.0146,0.0019,0.2769,0.0022,0.3073,165,0.0094
node-local,tiny,2236,wait,rejected,invalid_time,0,0.0108,0.0134,0.0019,0.4013,0.0022,0.4296,165,0.0097
node-local,tiny,2237,move,accepted,moved,1,0.0107,0.0150,0.0022,0.3324,0.0027,0.3630,191,0.0096
node-local,tiny,2238,move,accepted,moved,1,0.0120,0.0149,0.0021,0.3290,0.0028,0.3608,187,0.0099
node-local,tiny,2239,choose,rejected,invalid_choice,0,0.0115,0.0154,0.0020,0.2847,0.0023,0.3159,167,0.0098
node-local,tiny,2240,wait,rejected,invalid_time,0,0.0112,0.0142,0.0020,0.2754,0.0021,0.3048,165,0.0096
node-local,tiny,2241,take,replayed,not_present,0,0.0238,0.0116,0.0000,0.0000,0.0017,0.0372,0,0.0093
node-local,tiny,2242,drop,accepted,dropped,1,0.0096,0.0141,0.0023,0.3255,0.0029,0.3544,194,0.0094
node-local,tiny,2243,look,accepted,observed,0,0.0110,0.0130,0.0023,0.2807,0.0021,0.3091,161,0.0093
node-local,tiny,2244,take,accepted,taken,1,0.0108,0.0141,0.0022,0.3182,0.0027,0.3480,189,0.0094
node-local,tiny,2245,move,accepted,moved,1,0.0109,0.0147,0.0022,0.3214,0.0026,0.3517,191,0.0093
node-local,tiny,2246,look,accepted,observed,0,0.0114,0.0128,0.0019,0.2807,0.0020,0.3088,161,0.0093
node-local,tiny,2247,drop,replayed,dropped,0,0.0191,0.0107,0.0000,0.0000,0.0019,0.0317,0,0.0092
node-local,tiny,2248,choose,rejected,stale_view,0,0.0125,0.0118,0.0019,0.3242,0.0021,0.3526,163,0.0095
node-local,tiny,2249,look,accepted,observed,0,0.0107,0.0127,0.0019,0.2751,0.0022,0.3026,161,0.0092
node-local,tiny,2250,look,accepted,observed,0,0.0131,0.0141,0.0020,0.3732,0.0022,0.4045,161,0.0098
node-local,tiny,2251,look,accepted,observed,0,0.0115,0.0131,0.0019,0.2769,0.0022,0.3055,161,0.0100
node-local,tiny,2252,talk,rejected,not_eligible,0,0.0108,0.0139,0.0019,0.2717,0.0021,0.3004,165,0.0095
node-local,tiny,2253,look,accepted,observed,0,0.0110,0.0126,0.0018,0.2798,0.0021,0.3073,161,0.0092
node-local,tiny,2254,look,accepted,observed,0,0.0108,0.0124,0.0020,0.2943,0.0021,0.3215,161,0.0095
node-local,tiny,2255,look,accepted,observed,0,0.0107,0.0127,0.0019,0.2692,0.0020,0.2966,161,0.0093
node-local,tiny,2256,move,accepted,moved,1,0.0109,0.0155,0.0021,0.3297,0.0032,0.3615,187,0.0105
node-local,tiny,2257,look,accepted,observed,0,0.0124,0.0133,0.0020,0.2755,0.0020,0.3053,161,0.0094
node-local,tiny,2258,move,accepted,moved,1,0.0117,0.0150,0.0022,0.3182,0.0027,0.3498,191,0.0094
node-local,tiny,2259,move,accepted,moved,1,0.0113,0.0141,0.0022,0.3161,0.0026,0.3463,187,0.0093
node-local,tiny,2260,move,accepted,moved,1,0.0110,0.0144,0.0022,0.3064,0.0027,0.3366,191,0.0093
node-local,tiny,2261,look,accepted,observed,0,0.0118,0.0131,0.0019,0.3412,0.0021,0.3702,161,0.0094
node-local,tiny,2262,drop,accepted,dropped,1,0.0110,0.0140,0.0022,0.3215,0.0028,0.3515,198,0.0094
node-local,tiny,2263,take,accepted,taken,1,0.0111,0.0144,0.0022,0.3155,0.0028,0.3460,189,0.0098
node-local,tiny,2264,move,accepted,moved,1,0.0112,0.0145,0.0023,0.3247,0.0029,0.3557,187,0.0097
node-local,tiny,2265,move,accepted,moved,1,0.0112,0.0149,0.0022,0.3130,0.0026,0.3439,189,0.0093
node-local,tiny,2266,move,accepted,moved,1,0.0111,0.0143,0.0021,0.3198,0.0027,0.3500,187,0.0094
node-local,tiny,2267,move,accepted,moved,1,0.0112,0.0143,0.0021,0.3202,0.0027,0.3505,191,0.0099
node-local,tiny,2268,look,accepted,observed,0,0.0111,0.0128,0.0019,0.2758,0.0022,0.3038,161,0.0093
