host,model,i,action,outcome,code,state_write,admission_ms,decision_ms,encode_ms,commit_ms,projection_ms,e2e_ms,bytes_written,host_encode_ms
phone-android,tiny,1810,wait,rejected,invalid_time,0,0.6290,0.4276,0.0524,3.4445,0.0797,4.6332,165,0.2172
phone-android,tiny,1811,look,accepted,observed,0,0.7792,0.3554,0.0483,3.9973,0.1137,5.2939,161,0.2451
phone-android,tiny,1812,move,rejected,exit_unavailable,0,0.9135,0.4254,0.0530,3.7006,0.0897,5.1822,169,0.2265
phone-android,tiny,1813,move,accepted,moved,1,0.6153,0.3593,0.0546,4.7953,0.1051,5.9296,189,0.2319
phone-android,tiny,1814,move,rejected,exit_unavailable,0,0.6098,0.3555,0.0483,3.4439,0.0872,4.5447,169,0.2288
phone-android,tiny,1815,choose,rejected,invalid_choice,0,0.6429,0.3779,0.0477,3.2467,0.0845,4.3996,167,0.2266
phone-android,tiny,1816,talk,rejected,not_eligible,0,0.5966,0.4295,0.0520,3.5067,0.1016,4.6864,165,0.2427
phone-android,tiny,1817,move,accepted,moved,1,0.8527,0.4044,0.0727,4.8037,0.1464,6.2798,187,0.2458
phone-android,tiny,1818,wait,rejected,invalid_time,0,0.9337,0.3744,0.0470,3.2813,0.0816,4.7180,165,0.2271
phone-android,tiny,1819,look,accepted,observed,0,0.6003,0.3317,0.0487,3.1017,0.0827,4.1652,161,0.2288
phone-android,tiny,1820,wait,accepted,waited,1,0.6093,0.4871,0.0549,4.6910,0.1141,5.9565,185,0.2333
phone-android,tiny,1821,move,rejected,exit_unavailable,0,0.6784,0.3466,0.0460,3.7843,0.0823,4.9376,169,0.2156
phone-android,tiny,1822,look,accepted,observed,0,0.7434,0.3579,0.0465,3.6935,0.0953,4.9365,161,0.2329
phone-android,tiny,1823,move,accepted,moved,1,0.7797,0.4060,0.0575,4.7476,0.1190,6.1099,191,0.2332
phone-android,tiny,1824,look,accepted,observed,0,0.7069,0.3814,0.0480,3.4565,0.0796,4.6725,161,0.2298
phone-android,tiny,1825,move,accepted,moved,1,0.5839,0.3581,0.0566,4.8451,0.1033,5.9470,187,0.2208
phone-android,tiny,1826,look,accepted,observed,0,0.5898,0.3413,0.0473,3.5285,0.0923,4.5992,161,0.2297
phone-android,tiny,1827,wait,rejected,invalid_time,0,0.6466,0.3565,0.0456,4.5452,0.1074,5.7013,165,0.2397
phone-android,tiny,1828,look,accepted,observed,0,0.7394,0.3757,0.0474,4.4059,0.1232,5.6916,161,0.2294
phone-android,tiny,1829,talk,rejected,not_eligible,0,0.7896,0.3711,0.0492,3.6097,0.1120,4.9317,165,0.2382
phone-android,tiny,1830,move,accepted,moved,1,0.9177,0.4325,0.0616,4.8722,0.1097,6.3937,189,0.2311
phone-android,tiny,1831,move,accepted,moved,1,0.6941,0.3629,0.0527,4.2815,0.1045,5.4956,187,0.2301
phone-android,tiny,1832,choose,rejected,invalid_choice,0,0.6131,0.3817,0.0471,3.6833,0.0897,4.8148,167,0.2251
phone-android,tiny,1833,take,rejected,not_present,0,0.6257,0.3470,0.0482,3.2142,0.0864,4.3215,164,0.2262
phone-android,tiny,1834,move,accepted,moved,1,0.6026,0.3607,0.0520,4.4802,0.1039,5.5993,191,0.2316
phone-android,tiny,1835,look,accepted,observed,0,0.6722,0.3358,0.0471,3.6060,0.0903,4.7514,161,0.2257
phone-android,tiny,1836,move,accepted,moved,1,0.7618,0.3658,0.0507,4.5106,0.1054,5.7944,189,0.2233
phone-android,tiny,1837,move,rejected,exit_unavailable,0,0.6501,0.4059,0.0505,3.4074,0.0799,4.5938,169,0.2263
phone-android,tiny,1838,choose,rejected,invalid_choice,0,0.6060,0.3582,0.0467,3.8189,0.0978,4.9276,167,0.2364
phone-android,tiny,1839,look,accepted,observed,0,0.6388,0.4508,0.0495,3.6488,0.0921,4.8800,161,0.2470
phone-android,tiny,1840,take,accepted,taken,1,0.7606,0.3825,0.0530,4.9444,0.1250,6.2655,189,0.2417
phone-android,tiny,1841,move,accepted,moved,1,0.7746,0.4058,0.0528,5.1601,0.1108,6.5041,191,0.2339
phone-android,tiny,1842,move,accepted,moved,1,0.6212,0.3697,0.0528,4.9347,0.1084,6.0868,189,0.2173
phone-android,tiny,1843,move,accepted,moved,1,0.8054,0.3913,0.0536,5.5175,0.1496,6.9174,191,0.2433
phone-android,tiny,1844,look,accepted,observed,0,0.8696,0.3856,0.0505,3.9629,0.0867,5.3553,161,0.2319
phone-android,tiny,1845,activate,rejected,not_eligible,0,0.6064,0.3510,0.0495,3.3031,0.0861,4.3961,165,0.2259
phone-android,tiny,1846,look,accepted,observed,0,0.6012,0.3289,0.0483,3.9572,0.0971,5.0327,161,0.2274
phone-android,tiny,1847,activate,rejected,not_eligible,0,0.7740,0.3801,0.0495,3.8345,0.1019,5.1399,165,0.2386
phone-android,tiny,1848,choose,rejected,stale_view,0,0.8692,0.3762,0.0484,3.5972,0.0963,4.9873,163,0.2367
phone-android,tiny,1849,look,accepted,observed,0,0.7332,0.3648,0.0510,3.7324,0.1018,4.9833,161,0.2963
phone-android,tiny,1850,activate,rejected,not_eligible,0,0.6473,0.3645,0.0517,3.6536,0.0853,4.8023,165,0.2347
phone-android,tiny,1851,drop,accepted,dropped,1,0.8923,0.3782,0.0564,4.8369,0.1038,6.2676,198,0.2241
phone-android,tiny,1852,talk,rejected,not_eligible,0,0.6010,0.3445,0.0472,3.1660,0.0942,4.2530,165,0.2301
phone-android,tiny,1853,look,accepted,observed,0,0.6260,0.3372,0.0512,3.7077,0.0908,4.8129,161,0.3205
phone-android,tiny,1854,talk,rejected,not_eligible,0,1.0227,0.3782,0.0495,3.4913,0.0903,5.0319,165,0.2292
phone-android,tiny,1855,wait,rejected,invalid_time,0,0.6449,0.4670,0.0478,3.3597,0.0899,4.6094,165,0.2291
phone-android,tiny,1856,look,accepted,observed,0,0.7391,0.3664,0.0560,3.7950,0.1074,5.0639,161,0.2473
phone-android,tiny,1857,look,accepted,observed,0,0.8694,0.3565,0.0457,3.3869,0.0824,4.7409,161,0.2302
phone-android,tiny,1858,look,accepted,observed,0,0.6147,0.3291,0.0486,3.2633,0.0878,4.3435,161,0.2343
phone-android,tiny,1859,look,accepted,observed,0,0.6096,0.4335,0.0494,3.8156,0.0828,4.9910,161,0.2335
phone-android,tiny,1860,move,accepted,moved,1,0.6238,0.3538,0.0541,4.3983,0.1443,5.5743,189,0.2400
phone-android,tiny,1861,talk,rejected,not_eligible,0,0.6812,0.3883,0.0504,3.6545,0.0962,4.8706,165,0.2362
phone-android,tiny,1862,move,accepted,moved,1,0.7263,0.4424,0.0580,4.8999,0.1135,6.2402,191,0.2390
phone-android,tiny,1863,look,accepted,observed,0,0.6498,0.3354,0.0474,3.5548,0.0772,4.6646,161,0.2246
phone-android,tiny,1864,take,replayed,taken,0,0.9618,0.2788,0.0018,0.0003,0.0319,1.2747,0,0.2049
phone-android,tiny,1865,move,accepted,moved,1,0.3652,0.3012,0.0532,4.7268,0.1213,5.5677,189,0.2144
phone-android,tiny,1866,take,rejected,not_present,0,0.7342,0.3322,0.0476,4.2887,0.1274,5.5301,164,0.2179
phone-android,tiny,1867,look,accepted,observed,0,0.7729,0.3322,0.0470,4.1129,0.1052,5.3702,161,0.2281
phone-android,tiny,1868,activate,rejected,not_eligible,0,0.9827,0.4196,0.0552,4.4226,0.1441,6.0243,165,0.2404
phone-android,tiny,1869,look,accepted,observed,0,1.0261,0.4005,0.0502,4.1511,0.1301,5.7581,161,0.2509
phone-android,tiny,1870,drop,rejected,integrity_conflict,0,1.4553,0.3505,0.0023,0.0004,0.0377,1.8461,0,0.2140
phone-android,tiny,1871,look,accepted,observed,0,0.7297,0.3325,0.0523,4.1083,0.1193,5.3421,161,0.2298
phone-android,tiny,1872,talk,rejected,not_eligible,0,0.8407,0.3579,0.0510,3.7676,0.1145,5.1317,165,0.2294
phone-android,tiny,1873,move,accepted,moved,1,0.7469,0.4084,0.0587,5.3292,0.1397,6.6829,191,0.2337
phone-android,tiny,1874,move,accepted,moved,1,0.8004,0.5111,0.0639,4.9696,0.1382,6.4832,187,0.2146
phone-android,tiny,1875,move,accepted,moved,1,0.9102,0.3740,0.0899,4.5938,0.1315,6.0994,191,0.2182
phone-android,tiny,1876,talk,rejected,not_eligible,0,0.7300,0.3958,0.0553,3.9822,0.1215,5.2848,165,0.2191
phone-android,tiny,1877,move,accepted,moved,1,0.7643,0.3598,0.0523,4.4668,0.1319,5.7752,189,0.2228
phone-android,tiny,1878,look,accepted,observed,0,0.7324,0.3337,0.0486,3.1006,0.1017,4.3171,161,0.2225
phone-android,tiny,1879,move,accepted,moved,1,0.6747,0.3724,0.0545,4.2630,0.1154,5.4800,191,0.2246
phone-android,tiny,1880,move,accepted,moved,1,0.6617,0.3528,0.0514,4.4423,0.1183,5.6265,189,0.2204
phone-android,tiny,1881,move,accepted,moved,1,0.6881,0.3603,0.0547,3.9999,0.1177,5.2206,191,0.2276
phone-android,tiny,1882,wait,rejected,invalid_time,0,0.7457,0.3560,0.0442,2.9153,0.0916,4.1528,165,0.2384
phone-android,tiny,1883,look,accepted,observed,0,1.0110,0.3492,0.0657,3.3953,0.1103,4.9314,161,0.2312
phone-android,tiny,1884,move,rejected,exit_unavailable,0,0.6799,0.3833,0.0483,3.2074,0.1117,4.4306,169,0.2302
phone-android,tiny,1885,move,accepted,moved,1,0.7206,0.3603,0.0525,4.1032,0.1240,5.3606,189,0.2214
phone-android,tiny,1886,look,accepted,observed,0,0.7924,0.3354,0.0459,3.2471,0.1073,4.5282,161,0.2142
phone-android,tiny,1887,wait,rejected,invalid_time,0,0.7106,0.3375,0.0451,3.4175,0.1074,4.6181,165,0.2214
phone-android,tiny,1888,look,accepted,observed,0,0.7256,0.3327,0.0448,3.2712,0.1135,4.4878,161,0.2157
phone-android,tiny,1889,move,accepted,moved,1,0.7381,0.3545,0.0530,4.3964,0.1298,5.6718,191,0.2514
phone-android,tiny,1890,look,accepted,observed,0,0.7349,0.3298,0.0461,3.3693,0.1202,4.6004,161,0.2311
phone-android,tiny,1891,move,accepted,moved,1,0.7405,0.3487,0.0508,4.3439,0.1283,5.6122,187,0.2211
phone-android,tiny,1892,move,accepted,moved,1,0.7215,0.3465,0.0497,4.1916,0.1633,5.4726,189,0.2314
phone-android,tiny,1893,wait,rejected,invalid_time,0,0.7796,0.3628,0.0449,3.3419,0.1218,4.6510,165,0.2178
phone-android,tiny,1894,look,accepted,observed,0,0.7519,0.3422,0.0481,3.3102,0.1224,4.5748,161,0.2564
phone-android,tiny,1895,choose,rejected,invalid_choice,0,0.7704,0.3686,0.0462,3.4915,0.1203,4.7970,167,0.2176
phone-android,tiny,1896,look,accepted,observed,0,0.7651,0.3383,0.0463,3.2278,0.1123,4.4896,161,0.3189
phone-android,tiny,1897,activate,rejected,not_eligible,0,0.7097,0.3253,0.0447,3.1886,0.1161,4.3844,165,0.2105
phone-android,tiny,1898,move,rejected,exit_unavailable,0,0.7240,0.3487,0.0467,3.5217,0.1203,4.7614,169,0.3043
phone-android,tiny,1899,move,rejected,exit_unavailable,0,0.7548,0.3361,0.0444,3.3768,0.1225,4.6346,169,0.2137
phone-android,tiny,1900,move,accepted,moved,1,0.7594,0.3654,0.0519,4.4897,0.1371,5.8035,187,0.2205
phone-android,tiny,1901,move,accepted,moved,1,0.7460,0.3481,0.0507,4.1096,0.1675,5.4219,191,0.2209
phone-android,tiny,1902,move,accepted,moved,1,0.7269,0.3471,0.0504,4.0660,0.1273,5.3177,189,0.2175
phone-android,tiny,1903,move,accepted,moved,1,0.7511,0.3556,0.0505,4.3129,0.1253,5.5954,191,0.2264
phone-android,tiny,1904,look,accepted,observed,0,0.6954,0.3506,0.0483,3.1632,0.1139,4.3714,161,0.2504
phone-android,tiny,1905,take,accepted,taken,1,0.7393,0.3421,0.0523,3.9342,0.1297,5.1976,189,0.2242
phone-android,tiny,1906,look,accepted,observed,0,0.7065,0.3691,0.0466,3.0738,0.1329,4.3289,161,0.2182
phone-android,tiny,1907,talk,rejected,not_eligible,0,0.7088,0.3314,0.0443,3.7576,0.1179,4.9599,165,0.2159
phone-android,tiny,1908,look,accepted,observed,0,0.7432,0.3698,0.0509,3.2384,0.1091,4.5114,161,0.2178
phone-android,tiny,1909,look,accepted,observed,0,0.7339,0.3245,0.0451,3.0721,0.1107,4.2864,161,0.2202
phone-android,tiny,1910,move,accepted,moved,1,0.7200,0.3469,0.0525,4.0291,0.1194,5.2678,189,0.2174
phone-android,tiny,1911,move,accepted,moved,1,0.6899,0.3584,0.0517,4.6256,0.1202,5.8458,191,0.2688
phone-android,tiny,1912,look,accepted,observed,0,0.7155,0.3287,0.0437,3.0495,0.1131,4.2506,161,0.2260
phone-android,tiny,1913,move,accepted,moved,1,0.7154,0.3477,0.0534,4.1651,0.1302,5.4117,187,0.2256
phone-android,tiny,1914,move,accepted,moved,1,0.7464,0.3540,0.0527,4.2297,0.1256,5.5084,189,0.2234
phone-android,tiny,1915,drop,rejected,integrity_conflict,0,1.1417,0.3002,0.0014,0.0007,0.0346,1.4786,0,0.1921
phone-android,tiny,1916,look,accepted,observed,0,0.5344,0.3057,0.0460,3.3635,0.1233,4.3729,161,0.2186
phone-android,tiny,1917,move,accepted,moved,1,0.8502,0.3684,0.0501,4.2676,0.1370,5.6732,187,0.2173
phone-android,tiny,1918,look,accepted,observed,0,0.7164,0.3285,0.1384,3.3103,0.1124,4.6060,161,1.6724
phone-android,tiny,1919,choose,rejected,invalid_choice,0,0.8198,0.3880,0.0474,3.2401,0.1302,4.6255,167,0.2996
phone-android,tiny,1920,wait,rejected,invalid_time,0,0.7754,0.3550,0.0444,3.1006,0.1136,4.3889,165,0.2172
phone-android,tiny,1921,move,accepted,moved,1,0.7253,0.3493,0.0536,4.0600,0.1221,5.3104,191,0.2161
phone-android,tiny,1922,look,accepted,observed,0,0.7202,0.3207,0.0470,3.3685,0.1013,4.5577,161,0.2153
phone-android,tiny,1923,look,accepted,observed,0,0.7144,0.3799,0.0523,3.4379,0.1274,4.7120,161,0.2148
phone-android,tiny,1924,look,accepted,observed,0,0.7370,0.3296,0.0466,3.2232,0.1150,4.4515,161,0.2154
phone-android,tiny,1925,wait,rejected,invalid_time,0,0.7448,0.3505,0.0455,3.6949,0.1321,4.9679,165,0.2153
phone-android,tiny,1926,look,accepted,observed,0,0.7505,0.3422,0.0482,5.2550,0.1132,6.5091,161,0.2097
phone-android,tiny,1927,wait,rejected,invalid_time,0,0.6286,0.3222,0.0440,2.8081,0.0962,3.8992,165,0.2094
phone-android,tiny,1928,move,accepted,moved,1,0.6166,0.3207,0.0493,3.9182,0.1410,5.0457,187,0.2052
phone-android,tiny,1929,move,accepted,moved,1,0.6063,0.3308,0.0493,4.0526,0.1154,5.1543,191,0.2079
phone-android,tiny,1930,look,accepted,observed,0,0.6417,0.3674,0.0479,2.9495,0.1746,4.1810,161,0.2754
phone-android,tiny,1931,wait,rejected,invalid_time,0,0.6571,0.3456,0.0482,3.0101,0.1004,4.1614,165,0.2252
phone-android,tiny,1932,look,accepted,observed,0,0.6418,0.3329,0.0479,2.9195,0.0957,4.0377,161,0.2217
phone-android,tiny,1933,move,accepted,moved,1,0.6215,0.4131,0.0547,4.1335,0.1089,5.3317,187,0.2211
phone-android,tiny,1934,talk,rejected,not_eligible,0,0.5817,0.3204,0.0485,2.9610,0.0965,4.0081,165,0.2225
phone-android,tiny,1935,talk,rejected,not_eligible,0,0.5795,0.4135,0.0476,3.0633,0.0990,4.2029,165,0.2181
phone-android,tiny,1936,move,accepted,moved,1,0.5833,0.3208,0.0497,3.7361,0.1048,4.7947,191,0.2060
phone-android,tiny,1937,move,accepted,moved,1,0.6099,0.3221,0.0491,3.7806,0.1111,4.8727,187,0.2088
phone-android,tiny,1938,move,rejected,exit_unavailable,0,0.6252,0.3234,0.0464,2.8090,0.0990,3.9030,169,0.2067
phone-android,tiny,1939,drop,accepted,dropped,1,0.6136,0.3224,0.0508,4.3323,0.1097,5.4289,194,0.2086
phone-android,tiny,1940,wait,rejected,invalid_time,0,0.8593,0.3321,0.0428,3.2234,0.0967,4.5544,165,0.2082
phone-android,tiny,1941,talk,rejected,not_eligible,0,0.5804,0.3034,0.0438,2.7398,0.0952,3.7624,165,0.2114
phone-android,tiny,1942,move,accepted,moved,1,0.6847,0.3350,0.0527,4.0529,0.1129,5.2382,189,0.2101
phone-android,tiny,1943,choose,rejected,invalid_choice,0,0.6240,0.3364,0.0456,2.8087,0.0945,3.9092,167,0.2085
phone-android,tiny,1944,look,accepted,observed,0,0.6541,0.3201,0.0446,2.8828,0.0974,3.9990,161,0.2066
phone-android,tiny,1945,move,rejected,exit_unavailable,0,0.6133,0.3175,0.0441,3.2654,0.1024,4.3428,169,0.2093
phone-android,tiny,1946,look,accepted,observed,0,0.6282,0.3165,0.0462,3.4081,0.0986,4.4977,161,0.2096
phone-android,tiny,1947,look,accepted,observed,0,0.6560,0.3157,0.0442,3.2443,0.0966,4.3568,161,0.2145
phone-android,tiny,1948,take,rejected,not_present,0,0.5901,0.3070,0.0461,2.7340,0.1009,3.7780,164,0.2096
phone-android,tiny,1949,look,accepted,observed,0,0.6274,0.3059,0.0446,3.5459,0.1052,4.6291,161,0.2424
phone-android,tiny,1950,move,accepted,moved,1,0.6368,0.3246,0.0501,3.8257,0.1164,4.9535,187,0.2148
phone-android,tiny,1951,look,accepted,observed,0,0.7115,0.3187,0.1068,3.1567,0.1440,4.4377,161,0.2171
phone-android,tiny,1952,activate,rejected,not_eligible,0,0.6931,0.3248,0.0498,3.1844,0.1050,4.3571,165,0.2361
phone-android,tiny,1953,move,accepted,moved,1,0.6427,0.3813,0.0569,4.4536,0.1160,5.6504,189,0.2373
phone-android,tiny,1954,look,accepted,observed,0,0.6537,0.3323,0.0491,3.0604,0.1020,4.1975,161,0.2416
phone-android,tiny,1955,look,accepted,observed,0,0.6321,0.3394,0.0941,3.4433,0.0989,4.6078,161,0.2116
phone-android,tiny,1956,look,accepted,observed,0,0.6082,0.3074,0.0446,2.7132,0.0978,3.7711,161,0.2083
phone-android,tiny,1957,look,accepted,observed,0,0.6177,0.3016,0.0428,2.9089,0.1009,3.9718,161,0.2099
phone-android,tiny,1958,look,accepted,observed,0,0.6803,0.3116,0.0453,2.9791,0.1017,4.1180,161,0.2084
phone-android,tiny,1959,look,accepted,observed,0,0.6749,0.3168,0.0463,2.8759,0.1003,4.0142,161,0.2199
phone-android,tiny,1960,look,accepted,observed,0,0.6237,0.3006,0.0445,3.2550,0.0981,4.3220,161,0.2093
phone-android,tiny,1961,move,accepted,moved,1,0.6159,0.3266,0.1091,3.9371,0.1082,5.0969,187,0.2112
phone-android,tiny,1962,drop,replayed,dropped,0,0.8844,0.2619,0.0011,0.0006,0.0318,1.1798,0,0.1895
phone-android,tiny,1963,activate,rejected,not_eligible,0,0.4585,0.2779,0.0456,2.7204,0.0854,3.5878,165,0.2093
phone-android,tiny,1964,look,accepted,observed,0,0.6634,0.3081,0.0433,2.8198,0.1011,3.9357,161,0.2091
phone-android,tiny,1965,move,accepted,moved,1,0.6181,0.3277,0.0509,4.3034,0.1072,5.4074,191,0.2108
phone-android,tiny,1966,look,accepted,observed,0,0.6499,0.3083,0.0449,2.8072,0.0951,3.9054,161,0.2078
phone-android,tiny,1967,activate,rejected,not_eligible,0,0.6018,0.3132,0.0457,2.7883,0.0961,3.8451,165,0.2110
phone-android,tiny,1968,move,accepted,moved,1,0.6531,0.3282,0.0491,4.0664,0.1058,5.2026,189,0.2514
phone-android,tiny,1969,wait,rejected,invalid_time,0,0.6236,0.3257,0.0429,2.9898,0.0941,4.0760,165,0.2076
phone-android,tiny,1970,look,accepted,observed,0,0.5859,0.3071,0.0454,2.7759,0.0954,3.8097,161,0.2071
phone-android,tiny,1971,close_choice,rejected,invalid_choice,0,0.6114,0.3138,0.0466,3.1015,0.1008,4.1741,167,0.2072
phone-android,tiny,1972,move,accepted,moved,1,0.6640,0.3308,0.0504,3.9410,0.1089,5.0951,191,0.2080
phone-android,tiny,1973,look,accepted,observed,0,0.6006,0.3014,0.0432,3.5827,0.3100,4.8379,161,0.2619
phone-android,tiny,1974,activate,rejected,not_eligible,0,0.6319,0.3240,0.0478,3.1622,0.0963,4.2621,165,0.2099
phone-android,tiny,1975,move,accepted,moved,1,0.5863,0.3236,0.0513,3.8897,0.1035,4.9544,189,0.2062
phone-android,tiny,1976,move,accepted,moved,1,0.5777,0.3188,0.0487,3.5290,0.1052,4.5793,191,0.2066
phone-android,tiny,1977,move,accepted,moved,1,0.5685,0.3212,0.0509,3.9489,0.1058,4.9953,189,0.2068
phone-android,tiny,1978,move,accepted,moved,1,0.5856,0.3321,0.0516,4.0285,0.1086,5.1065,191,0.2089
phone-android,tiny,1979,drop,replayed,dropped,0,0.9426,0.2661,0.0017,0.0004,0.0317,1.2425,0,0.2045
phone-android,tiny,1980,move,accepted,moved,1,0.4769,0.3065,0.0493,4.0840,0.1039,5.0206,187,0.2081
phone-android,tiny,1981,look,accepted,observed,0,0.6731,0.3163,0.0446,3.5316,0.1046,4.6701,161,0.2118
phone-android,tiny,1982,move,accepted,moved,1,0.6309,0.3310,0.0498,4.0170,0.1065,5.1352,191,0.2092
phone-android,tiny,1983,look,accepted,observed,0,0.6256,0.3045,0.0448,2.7041,0.0988,3.7778,161,0.2092
phone-android,tiny,1984,drop,replayed,dropped,0,0.8595,0.2621,0.0015,0.0006,0.0310,1.1546,0,0.1889
phone-android,tiny,1985,look,accepted,observed,0,0.4721,0.2737,0.0434,2.7252,0.0952,3.6096,161,0.2055
phone-android,tiny,1986,move,accepted,moved,1,0.5772,0.3822,0.0487,3.6848,0.1073,4.8003,187,0.2090
phone-android,tiny,1987,take,accepted,taken,1,0.5745,0.3078,0.0510,6.9322,0.1138,7.9793,189,1.4774
phone-android,tiny,1988,look,accepted,observed,0,0.6889,0.3210,0.0461,2.8296,0.1004,3.9860,161,0.2110
phone-android,tiny,1989,move,accepted,moved,1,0.6159,0.3288,0.0528,3.8566,0.1355,4.9896,189,0.2055
phone-android,tiny,1990,move,accepted,moved,1,0.5765,0.3202,0.0496,4.0831,0.1022,5.1316,187,0.2056
phone-android,tiny,1991,look,accepted,observed,0,0.5861,0.3560,0.0461,2.8671,0.0974,3.9527,161,0.2490
phone-android,tiny,1992,move,accepted,moved,1,0.6084,0.3288,0.0498,3.9869,0.1097,5.0837,189,0.2072
phone-android,tiny,1993,move,accepted,moved,1,0.6096,0.3238,0.0498,3.9165,0.1099,5.0095,187,0.2097
phone-android,tiny,1994,look,accepted,observed,0,0.6083,0.3166,0.0461,2.8413,0.0976,3.9098,161,0.2097
phone-android,tiny,1995,look,accepted,observed,0,0.6045,0.3019,0.0463,2.9235,0.0973,3.9734,161,0.2094
phone-android,tiny,1996,wait,rejected,invalid_time,0,0.7236,0.3391,0.0432,3.0380,0.1004,4.2444,165,0.2089
phone-android,tiny,1997,look,accepted,observed,0,0.6210,0.3068,0.0451,2.8195,0.0958,3.8883,161,0.2059
phone-android,tiny,1998,wait,rejected,invalid_time,0,0.5970,0.3237,0.0433,3.2520,0.1045,4.3205,165,0.2054
phone-android,tiny,1999,talk,rejected,not_eligible,0,0.6889,0.3135,0.0444,3.1273,0.1017,4.2758,165,0.2160
phone-android,tiny,2000,move,accepted,moved,1,0.6330,0.3386,0.0502,4.5894,0.1094,5.7207,189,0.2056
phone-android,tiny,2001,look,accepted,observed,0,0.6183,0.3017,0.0446,2.6606,0.0901,3.7153,161,0.2102
phone-android,tiny,2002,move,accepted,moved,1,0.5995,0.3257,0.0494,4.2233,0.1081,5.3060,187,0.2062
phone-android,tiny,2003,move,accepted,moved,1,0.7051,0.3296,0.0500,3.9216,0.1041,5.1103,191,0.2055
phone-android,tiny,2004,move,accepted,moved,1,0.6040,0.3248,0.0493,3.9988,0.1109,5.0878,189,0.2071
phone-android,tiny,2005,wait,accepted,waited,1,0.6377,0.3341,0.0482,3.8433,0.1078,4.9711,185,0.2083
phone-android,tiny,2006,close_choice,rejected,invalid_choice,0,0.6179,0.3618,0.0473,3.2401,0.1002,4.3673,167,0.2065
phone-android,tiny,2007,move,accepted,moved,1,0.6047,0.3256,0.0498,3.7209,0.1091,4.8102,191,0.2069
phone-android,tiny,2008,activate,rejected,not_eligible,0,0.6018,0.3069,0.0797,2.7582,0.0943,3.8410,165,0.2058
phone-android,tiny,2009,move,accepted,moved,1,0.6364,0.3279,0.0484,3.7852,0.1107,4.9085,187,0.2065
phone-android,tiny,2010,move,rejected,exit_unavailable,0,0.6243,0.3223,0.0459,2.7276,0.1007,3.8208,169,0.2085
phone-android,tiny,2011,move,accepted,moved,1,0.6302,0.4024,0.0533,3.8762,0.1078,5.0699,189,0.2219
phone-android,tiny,2012,look,accepted,observed,0,0.6086,0.3246,0.0476,2.6587,0.0949,3.7344,161,0.2065
phone-android,tiny,2013,wait,rejected,invalid_time,0,0.5950,0.3078,0.0418,2.7649,0.0990,3.8084,165,0.2071
phone-android,tiny,2014,move,accepted,moved,1,0.6467,0.3412,0.0499,14.8491,0.1114,15.9983,187,0.2044
phone-android,tiny,2015,look,accepted,observed,0,0.6459,0.3458,0.0474,2.8451,0.1029,3.9872,161,0.2085
phone-android,tiny,2016,wait,rejected,invalid_time,0,0.6421,0.3224,0.0426,3.0419,0.1009,4.1499,165,0.2091
phone-android,tiny,2017,drop,accepted,dropped,1,0.6067,0.3123,0.0500,4.3493,0.1493,5.4676,194,0.2477
phone-android,tiny,2018,take,accepted,taken,1,0.6302,0.3427,0.0564,4.6266,0.1953,5.8511,189,0.6201
phone-android,tiny,2019,look,accepted,observed,0,0.6281,0.2981,0.0436,2.8474,0.0966,3.9139,161,0.2052
phone-android,tiny,2020,move,accepted,moved,1,0.6078,0.3266,0.0492,3.9124,0.1102,5.0061,189,0.2056
phone-android,tiny,2021,activate,rejected,not_eligible,0,0.6830,0.3178,0.0458,2.7926,0.1086,3.9478,165,0.2055
phone-android,tiny,2022,look,accepted,observed,0,0.6111,0.3065,0.0437,3.2527,0.1001,4.3141,161,0.2069
phone-android,tiny,2023,look,accepted,observed,0,0.5898,0.2970,0.0443,3.2397,0.1010,4.2718,161,0.2063
phone-android,tiny,2024,look,accepted,observed,0,0.6506,0.3098,0.0434,3.5419,0.1054,4.6510,161,0.2054
phone-android,tiny,2025,move,accepted,moved,1,0.6128,0.3217,0.0494,4.2049,0.1148,5.3036,187,0.2153
phone-android,tiny,2026,choose,rejected,stale_view,0,0.6036,0.3142,0.0419,2.7654,0.0886,3.8138,163,0.2091
phone-android,tiny,2027,look,accepted,observed,0,0.5579,0.2964,0.0420,2.7024,0.0938,3.6924,161,0.2101
phone-android,tiny,2028,move,accepted,moved,1,0.5712,0.3224,0.0481,4.0437,0.1066,5.0921,189,0.2061
phone-android,tiny,2029,drop,accepted,dropped,1,0.5924,0.3133,0.0489,4.1558,0.1035,5.2139,196,0.2105
phone-android,tiny,2030,move,accepted,moved,1,0.6836,0.3346,0.0515,3.8814,0.1069,5.0580,187,0.2047
phone-android,tiny,2031,look,accepted,observed,0,0.5924,0.3006,0.0447,2.7037,0.0944,3.7360,161,0.2065
phone-android,tiny,2032,take,rejected,not_present,0,0.5806,0.3461,0.0463,3.0077,0.0958,4.0764,164,0.2723
phone-android,tiny,2033,activate,rejected,not_eligible,0,0.6223,0.3131,0.0439,3.1866,0.1023,4.2683,165,0.2238
phone-android,tiny,2034,move,accepted,moved,1,0.6416,0.3530,0.0553,4.2531,0.1114,5.4144,189,0.2208
phone-android,tiny,2035,move,accepted,moved,1,0.6326,0.3413,0.0557,4.0233,0.1078,5.1607,187,0.2236
phone-android,tiny,2036,wait,rejected,invalid_time,0,0.6983,0.3574,0.0475,2.7363,0.1235,3.9630,165,0.2243
