host,model,i,action,outcome,code,state_write,admission_ms,decision_ms,encode_ms,commit_ms,projection_ms,e2e_ms
m1-server,tiny,2763,move,accepted,moved,1,0.0094,0.0040,0.0034,0.0672,0.0021,0.0861
m1-server,tiny,2764,move,rejected,exit_unavailable,0,0.0089,0.0036,0.0013,0.0475,0.0021,0.0633
m1-server,tiny,2765,look,accepted,observed,0,0.0100,0.0036,0.0012,0.0519,0.0018,0.0685
m1-server,tiny,2766,move,rejected,exit_unavailable,0,0.0093,0.0038,0.0013,0.0501,0.0018,0.0663
m1-server,tiny,2767,wait,rejected,invalid_time,0,0.0092,0.0036,0.0012,0.0470,0.0018,0.0629
m1-server,tiny,2768,move,accepted,moved,1,0.0092,0.0039,0.0035,0.0596,0.0026,0.0787
m1-server,tiny,2769,activate,rejected,not_eligible,0,0.0096,0.0038,0.0013,0.0433,0.0021,0.0601
m1-server,tiny,2770,look,accepted,observed,0,0.0095,0.0036,0.0012,0.0553,0.0018,0.0712
m1-server,tiny,2771,wait,rejected,invalid_time,0,0.0092,0.0035,0.0012,0.0433,0.0017,0.0589
m1-server,tiny,2772,look,accepted,observed,0,0.0090,0.0032,0.0092,0.0593,0.0018,0.0826
m1-server,tiny,2773,talk,rejected,not_owned,0,0.0092,0.0036,0.0012,0.0471,0.0017,0.0628
m1-server,tiny,2774,look,accepted,observed,0,0.0090,0.0033,0.0013,0.0488,0.0018,0.0641
m1-server,tiny,2775,look,accepted,observed,0,0.0090,0.0032,0.0012,0.0580,0.0022,0.0736
m1-server,tiny,2776,look,accepted,observed,0,0.0099,0.0036,0.0013,0.0466,0.0022,0.0635
m1-server,tiny,2777,take,rejected,not_present,0,0.0096,0.0037,0.0013,0.0519,0.0021,0.0685
m1-server,tiny,2778,move,rejected,exit_unavailable,0,0.0096,0.0040,0.0013,0.0699,0.0018,0.0866
m1-server,tiny,2779,talk,rejected,not_owned,0,0.0092,0.0036,0.0012,0.0511,0.0018,0.0669
m1-server,tiny,2780,activate,rejected,not_eligible,0,0.0092,0.0034,0.0013,0.0465,0.0021,0.0624
m1-server,tiny,2781,move,accepted,moved,1,0.0098,0.0044,0.0035,0.0618,0.0025,0.0819
m1-server,tiny,2782,choose,rejected,invalid_choice,0,0.0095,0.0046,0.0013,0.0466,0.0023,0.0641
m1-server,tiny,2783,talk,rejected,not_eligible,0,0.0100,0.0039,0.0012,0.0517,0.0021,0.0688
m1-server,tiny,2784,activate,rejected,not_eligible,0,0.0095,0.0037,0.0013,0.0473,0.0021,0.0638
m1-server,tiny,2785,wait,rejected,invalid_time,0,0.0096,0.0040,0.0012,0.0492,0.0018,0.0657
m1-server,tiny,2786,look,accepted,observed,0,0.0095,0.0033,0.0012,0.0528,0.0021,0.0688
m1-server,tiny,2787,move,accepted,moved,1,0.0094,0.0043,0.0035,0.0625,0.0022,0.0820
m1-server,tiny,2788,move,accepted,moved,1,0.0093,0.0040,0.0035,0.0587,0.0022,0.0776
m1-server,tiny,2789,move,rejected,exit_unavailable,0,0.0092,0.0038,0.0013,0.0432,0.0022,0.0597
m1-server,tiny,2790,activate,rejected,not_eligible,0,0.0095,0.0038,0.0012,0.0519,0.0018,0.0682
m1-server,tiny,2791,take,replayed,not_present,0,0.0130,0.0031,0.0001,0.0000,0.0016,0.0178
m1-server,tiny,2792,drop,replayed,dropped,0,0.0104,0.0027,0.0001,0.0000,0.0016,0.0148
m1-server,tiny,2793,wait,rejected,invalid_time,0,0.0077,0.0033,0.0012,0.0468,0.0111,0.0701
m1-server,tiny,2794,take,accepted,taken,1,0.0158,0.0043,0.0036,0.0822,0.0026,0.1085
m1-server,tiny,2795,look,accepted,observed,0,0.0094,0.0037,0.0012,0.0565,0.0018,0.0725
m1-server,tiny,2796,wait,rejected,invalid_time,0,0.0091,0.0037,0.0013,0.0434,0.0021,0.0596
m1-server,tiny,2797,look,accepted,observed,0,0.0096,0.0036,0.0012,0.0563,0.0018,0.0725
m1-server,tiny,2798,look,accepted,observed,0,0.0093,0.0033,0.0012,0.0516,0.0020,0.0674
m1-server,tiny,2799,look,accepted,observed,0,0.0098,0.0036,0.0012,0.0522,0.0021,0.0688
m1-server,tiny,2800,look,accepted,observed,0,0.0098,0.0035,0.0013,0.0470,0.0018,0.0633
m1-server,tiny,2801,move,accepted,moved,1,0.0092,0.0040,0.0035,0.0609,0.0025,0.0801
m1-server,tiny,2802,drop,accepted,dropped,1,0.0096,0.0040,0.0036,0.0715,0.0025,0.0912
m1-server,tiny,2803,move,accepted,moved,1,0.0092,0.0040,0.0034,0.0784,0.0021,0.0972
m1-server,tiny,2804,look,accepted,observed,0,0.0088,0.0032,0.0012,0.0426,0.0023,0.0580
m1-server,tiny,2805,talk,rejected,not_eligible,0,0.0098,0.0039,0.0012,0.0550,0.0018,0.0717
m1-server,tiny,2806,wait,rejected,invalid_time,0,0.0095,0.0036,0.0012,0.0435,0.0017,0.0595
m1-server,tiny,2807,look,accepted,observed,0,0.0092,0.0032,0.0012,0.0530,0.0023,0.0689
m1-server,tiny,2808,wait,rejected,invalid_time,0,0.0097,0.0040,0.0013,0.0485,0.0022,0.0657
m1-server,tiny,2809,close_choice,rejected,invalid_choice,0,0.0095,0.0038,0.0013,0.0549,0.0023,0.0717
m1-server,tiny,2810,activate,rejected,not_eligible,0,0.0095,0.0036,0.0013,0.0474,0.0021,0.0640
m1-server,tiny,2811,wait,rejected,invalid_time,0,0.0095,0.0039,0.0012,0.0515,0.0021,0.0682
m1-server,tiny,2812,wait,rejected,invalid_time,0,0.0095,0.0038,0.0012,0.0489,0.0016,0.0650
m1-server,tiny,2813,talk,rejected,not_eligible,0,0.0091,0.0034,0.0013,0.0518,0.0018,0.0673
m1-server,tiny,2814,look,accepted,observed,0,0.0090,0.0033,0.0013,0.0427,0.0022,0.0584
m1-server,tiny,2815,talk,rejected,not_eligible,0,0.0098,0.0119,0.0013,0.0604,0.0018,0.0850
m1-server,tiny,2816,take,rejected,not_present,0,0.0093,0.0036,0.0012,0.0471,0.0018,0.0630
m1-server,tiny,2817,take,rejected,not_present,0,0.0093,0.0035,0.0012,0.0524,0.0018,0.0682
m1-server,tiny,2818,move,accepted,moved,1,0.0092,0.0040,0.0035,0.0639,0.0025,0.0831
m1-server,tiny,2819,move,accepted,moved,1,0.0098,0.0043,0.0034,0.0718,0.0021,0.0914
m1-server,tiny,2820,activate,rejected,not_eligible,0,0.0091,0.0033,0.0012,0.0476,0.0020,0.0633
m1-server,tiny,2821,move,accepted,moved,1,0.0098,0.0044,0.0035,0.0605,0.0024,0.0805
m1-server,tiny,2822,look,accepted,observed,0,0.0092,0.0033,0.0012,0.0514,0.0017,0.0669
m1-server,tiny,2823,move,accepted,moved,1,0.0092,0.0040,0.0037,0.0645,0.0026,0.0840
m1-server,tiny,2824,look,accepted,observed,0,0.0096,0.0036,0.0012,0.0607,0.0018,0.0769
m1-server,tiny,2825,look,accepted,observed,0,0.0093,0.0033,0.0012,0.0538,0.0022,0.0697
m1-server,tiny,2826,move,accepted,moved,1,0.0097,0.0043,0.0034,0.0583,0.0023,0.0779
m1-server,tiny,2827,move,accepted,moved,1,0.0092,0.0039,0.0035,0.0721,0.0025,0.0913
m1-server,tiny,2828,move,accepted,moved,1,0.0096,0.0043,0.0036,0.0548,0.0026,0.0749
m1-server,tiny,2829,look,accepted,observed,0,0.0098,0.0036,0.0012,0.0527,0.0018,0.0692
m1-server,tiny,2830,activate,rejected,not_eligible,0,0.0093,0.0035,0.0013,0.0452,0.0018,0.0610
m1-server,tiny,2831,move,rejected,exit_unavailable,0,0.0090,0.0037,0.0013,0.0550,0.0018,0.0708
m1-server,tiny,2832,look,accepted,observed,0,0.0093,0.0032,0.0012,0.0670,0.0022,0.0829
m1-server,tiny,2833,look,accepted,observed,0,0.0095,0.0035,0.0012,0.0500,0.0021,0.0664
m1-server,tiny,2834,move,accepted,moved,1,0.0098,0.0043,0.0137,0.0627,0.0024,0.0928
m1-server,tiny,2835,move,accepted,moved,1,0.0093,0.0042,0.0034,0.0610,0.0022,0.0800
m1-server,tiny,2836,move,accepted,moved,1,0.0092,0.0039,0.0033,0.0641,0.0028,0.0833
m1-server,tiny,2837,move,accepted,moved,1,0.0095,0.0044,0.0034,0.0609,0.0022,0.0804
m1-server,tiny,2838,move,accepted,moved,1,0.0094,0.0040,0.0034,0.0574,0.0021,0.0763
m1-server,tiny,2839,move,accepted,moved,1,0.0091,0.0040,0.0034,0.0610,0.0021,0.0797
m1-server,tiny,2840,look,accepted,observed,0,0.0090,0.0034,0.0012,0.0507,0.0018,0.0660
m1-server,tiny,2841,take,accepted,taken,1,0.0095,0.0037,0.0033,0.0558,0.0022,0.0743
m1-server,tiny,2842,move,accepted,moved,1,0.0087,0.0038,0.0033,0.0743,0.0021,0.0921
m1-server,tiny,2843,look,accepted,observed,0,0.0089,0.0031,0.0012,0.0462,0.0016,0.0610
m1-server,tiny,2844,take,replayed,taken,0,0.0128,0.0030,0.0001,0.0000,0.0015,0.0175
m1-server,tiny,2845,move,rejected,exit_unavailable,0,0.0075,0.0035,0.0013,0.0520,0.0018,0.0660
m1-server,tiny,2846,move,rejected,exit_unavailable,0,0.0092,0.0036,0.0013,0.0440,0.0023,0.0602
m1-server,tiny,2847,drop,accepted,dropped,1,0.0098,0.0041,0.0036,0.0610,0.0028,0.0813
m1-server,tiny,2848,move,accepted,moved,1,0.0096,0.0042,0.0036,0.0593,0.0021,0.0787
m1-server,tiny,2849,wait,rejected,invalid_time,0,0.0091,0.0035,0.0013,0.0438,0.0023,0.0599
m1-server,tiny,2850,close_choice,rejected,invalid_choice,0,0.0100,0.0040,0.0013,0.0676,0.0022,0.0850
m1-server,tiny,2851,move,accepted,moved,1,0.0097,0.0041,0.0119,0.0663,0.0022,0.0942
m1-server,tiny,2852,take,accepted,taken,1,0.0092,0.0039,0.0034,0.0655,0.0023,0.0842
m1-server,tiny,2853,drop,accepted,dropped,1,0.0092,0.0037,0.0035,0.0743,0.0023,0.0930
m1-server,tiny,2854,look,accepted,observed,0,0.0093,0.0032,0.0013,0.0582,0.0017,0.0737
m1-server,tiny,2855,move,rejected,exit_unavailable,0,0.0090,0.0036,0.0013,0.0499,0.0018,0.0656
m1-server,tiny,2856,activate,rejected,not_eligible,0,0.0092,0.0033,0.0012,0.0720,0.0019,0.0875
m1-server,tiny,2857,talk,rejected,not_eligible,0,0.0091,0.0035,0.0012,0.0431,0.0023,0.0593
m1-server,tiny,2858,choose,rejected,invalid_choice,0,0.0098,0.0048,0.0013,0.0612,0.0018,0.0789
m1-server,tiny,2859,take,accepted,taken,1,0.0093,0.0038,0.0037,0.0625,0.0026,0.0818
m1-server,tiny,2860,look,accepted,observed,0,0.0096,0.0035,0.0012,0.0755,0.0017,0.0915
m1-server,tiny,2861,move,accepted,moved,1,0.0092,0.0038,0.0033,0.0581,0.0021,0.0766
m1-server,tiny,2862,talk,accepted,choice_opened,1,0.0089,0.0040,0.0038,0.0855,0.0026,0.1047
m1-server,tiny,2863,activate,rejected,not_eligible,0,0.0087,0.0033,0.0013,0.0503,0.0017,0.0653
m1-server,tiny,2864,move,accepted,moved,1,0.0089,0.0038,0.0037,0.0777,0.0026,0.0966
m1-server,tiny,2865,talk,rejected,not_eligible,0,0.0094,0.0038,0.0013,0.0637,0.0020,0.0802
m1-server,tiny,2866,look,accepted,observed,0,0.0091,0.0034,0.0012,0.0664,0.0021,0.0822
m1-server,tiny,2867,look,accepted,observed,0,0.0094,0.0035,0.0012,0.0838,0.0020,0.0997
m1-server,tiny,2868,look,accepted,observed,0,0.0094,0.0033,0.0012,0.0553,0.0020,0.0712
m1-server,tiny,2869,talk,rejected,not_eligible,0,0.0093,0.0036,0.0012,0.0494,0.0018,0.0653
m1-server,tiny,2870,move,accepted,moved,1,0.0094,0.0040,0.0120,0.0669,0.0024,0.0947
m1-server,tiny,2871,talk,accepted,choice_opened,1,0.0095,0.0043,0.0038,0.0641,0.0028,0.0846
m1-server,tiny,2872,look,accepted,observed,0,0.0099,0.0037,0.0012,0.0522,0.0021,0.0691
m1-server,tiny,2873,look,accepted,observed,0,0.0102,0.0035,0.0013,0.0540,0.0018,0.0707
m1-server,tiny,2874,drop,accepted,dropped,1,0.0099,0.0036,0.0037,0.0662,0.0024,0.0858
m1-server,tiny,2875,wait,rejected,invalid_time,0,0.0090,0.0035,0.0013,0.0503,0.0018,0.0658
m1-server,tiny,2876,take,accepted,taken,1,0.0092,0.0036,0.0036,0.0635,0.0026,0.0825
m1-server,tiny,2877,wait,rejected,invalid_time,0,0.0094,0.0039,0.0013,0.0504,0.0018,0.0668
m1-server,tiny,2878,look,accepted,observed,0,0.0089,0.0031,0.0012,0.0574,0.0020,0.0726
m1-server,tiny,2879,look,accepted,observed,0,0.0092,0.0034,0.0012,0.0545,0.0017,0.0699
m1-server,tiny,2880,wait,rejected,invalid_time,0,0.0086,0.0035,0.0012,0.0510,0.0017,0.0660
m1-server,tiny,2881,look,accepted,observed,0,0.0085,0.0031,0.0012,0.0534,0.0017,0.0679
m1-server,tiny,2882,wait,rejected,invalid_time,0,0.0088,0.0034,0.0012,0.0516,0.0017,0.0666
m1-server,tiny,2883,move,accepted,moved,1,0.0085,0.0038,0.0035,0.0621,0.0021,0.0800
m1-server,tiny,2884,look,accepted,observed,0,0.0087,0.0031,0.0011,0.0529,0.0021,0.0679
m1-server,tiny,2885,look,accepted,observed,0,0.0095,0.0035,0.0012,0.0534,0.0020,0.0695
m1-server,tiny,2886,move,accepted,moved,1,0.0094,0.0040,0.0034,0.0615,0.0020,0.0803
m1-server,tiny,2887,wait,rejected,invalid_time,0,0.0088,0.0034,0.0012,0.0464,0.0021,0.0618
m1-server,tiny,2888,move,accepted,moved,1,0.0098,0.0043,0.0038,0.0618,0.0025,0.0822
m1-server,tiny,2889,drop,accepted,dropped,1,0.0093,0.0039,0.0127,0.0640,0.0024,0.0924
m1-server,tiny,2890,look,accepted,observed,0,0.0092,0.0034,0.0012,0.0500,0.0016,0.0654
m1-server,tiny,2891,look,accepted,observed,0,0.0092,0.0032,0.0012,0.0553,0.0017,0.0705
m1-server,tiny,2892,look,accepted,observed,0,0.0092,0.0032,0.0012,0.0473,0.0016,0.0625
m1-server,tiny,2893,move,accepted,moved,1,0.0105,0.0038,0.0036,0.0657,0.0021,0.0855
m1-server,tiny,2894,choose,rejected,invalid_choice,0,0.0092,0.0044,0.0013,0.0521,0.0022,0.0692
m1-server,tiny,2895,move,accepted,moved,1,0.0100,0.0043,0.0038,0.0572,0.0025,0.0778
m1-server,tiny,2896,move,accepted,moved,1,0.0094,0.0042,0.0036,0.0608,0.0021,0.0800
m1-server,tiny,2897,wait,rejected,invalid_time,0,0.0090,0.0036,0.0012,0.0532,0.0017,0.0688
m1-server,tiny,2898,move,accepted,moved,1,0.0087,0.0038,0.0034,0.0547,0.0021,0.0727
m1-server,tiny,2899,activate,rejected,not_eligible,0,0.0088,0.0033,0.0012,0.0475,0.0022,0.0630
m1-server,tiny,2900,move,accepted,moved,1,0.0095,0.0043,0.0036,0.0598,0.0023,0.0795
m1-server,tiny,2901,look,accepted,observed,0,0.0088,0.0032,0.0012,0.0473,0.0017,0.0623
m1-server,tiny,2902,look,accepted,observed,0,0.0094,0.0033,0.0012,0.0562,0.0022,0.0721
m1-server,tiny,2903,move,accepted,moved,1,0.0102,0.0044,0.0035,0.0766,0.0021,0.0968
m1-server,tiny,2904,look,accepted,observed,0,0.0094,0.0033,0.0012,0.0538,0.0018,0.0694
m1-server,tiny,2905,choose,rejected,invalid_choice,0,0.0087,0.0040,0.0013,0.0520,0.0017,0.0677
m1-server,tiny,2906,look,accepted,observed,0,0.0089,0.0031,0.0011,0.0460,0.0021,0.0613
m1-server,tiny,2907,look,accepted,observed,0,0.0096,0.0035,0.0013,0.0516,0.0020,0.0681
m1-server,tiny,2908,look,accepted,observed,0,0.0095,0.0035,0.0095,0.0567,0.0021,0.0815
m1-server,tiny,2909,take,rejected,not_present,0,0.0098,0.0041,0.0013,0.0541,0.0018,0.0710
m1-server,tiny,2910,move,accepted,moved,1,0.0091,0.0040,0.0038,0.0651,0.0026,0.0846
m1-server,tiny,2911,move,accepted,moved,1,0.0098,0.0043,0.0036,0.0617,0.0021,0.0815
m1-server,tiny,2912,choose,rejected,stale_view,0,0.0093,0.0049,0.0013,0.0516,0.0022,0.0692
m1-server,tiny,2913,move,accepted,moved,1,0.0098,0.0043,0.0036,0.0625,0.0025,0.0828
m1-server,tiny,2914,move,rejected,exit_unavailable,0,0.0097,0.0041,0.0013,0.0464,0.0023,0.0638
m1-server,tiny,2915,look,accepted,observed,0,0.0098,0.0035,0.0012,0.0519,0.0018,0.0681
m1-server,tiny,2916,choose,rejected,invalid_choice,0,0.0093,0.0045,0.0013,0.0684,0.0022,0.0857
m1-server,tiny,2917,drop,replayed,dropped,0,0.0132,0.0034,0.0001,0.0000,0.0016,0.0183
m1-server,tiny,2918,take,rejected,not_present,0,0.0076,0.0033,0.0013,0.0475,0.0023,0.0619
m1-server,tiny,2919,look,accepted,observed,0,0.0095,0.0036,0.0012,0.0577,0.0018,0.0737
m1-server,tiny,2920,move,accepted,moved,1,0.0092,0.0040,0.0037,0.0608,0.0023,0.0799
m1-server,tiny,2921,talk,rejected,not_eligible,0,0.0094,0.0035,0.0013,0.0451,0.0017,0.0609
m1-server,tiny,2922,choose,rejected,invalid_choice,0,0.0092,0.0042,0.0013,0.0539,0.0022,0.0708
m1-server,tiny,2923,choose,rejected,invalid_choice,0,0.0095,0.0045,0.0013,0.0479,0.0022,0.0653
m1-server,tiny,2924,look,accepted,observed,0,0.0095,0.0035,0.0012,0.0510,0.0021,0.0674
m1-server,tiny,2925,look,accepted,observed,0,0.0097,0.0035,0.0012,0.0466,0.0021,0.0631
m1-server,tiny,2926,look,accepted,observed,0,0.0100,0.0035,0.0013,0.0530,0.0017,0.0694
m1-server,tiny,2927,look,accepted,observed,0,0.0092,0.0032,0.0012,0.0466,0.0017,0.0619
m1-server,tiny,2928,move,accepted,moved,1,0.0092,0.0039,0.0125,0.0678,0.0025,0.0957
m1-server,tiny,2929,move,accepted,moved,1,0.0096,0.0042,0.0036,0.0721,0.0021,0.0917
m1-server,tiny,2930,take,rejected,not_present,0,0.0092,0.0035,0.0013,0.0519,0.0017,0.0676
m1-server,tiny,2931,look,accepted,observed,0,0.0091,0.0031,0.0012,0.0507,0.0016,0.0657
m1-server,tiny,2932,look,accepted,observed,0,0.0090,0.0031,0.0012,0.0528,0.0022,0.0683
m1-server,tiny,2933,look,accepted,observed,0,0.0097,0.0035,0.0012,0.0493,0.0020,0.0657
m1-server,tiny,2934,move,accepted,moved,1,0.0101,0.0043,0.0036,0.0618,0.0022,0.0820
m1-server,tiny,2935,look,accepted,observed,0,0.0097,0.0033,0.0012,0.0514,0.0021,0.0676
m1-server,tiny,2936,activate,rejected,not_eligible,0,0.0098,0.0038,0.0013,0.0557,0.0021,0.0727
m1-server,tiny,2937,close_choice,accepted,choice_closed,1,0.0095,0.0041,0.0038,0.0640,0.0025,0.0838
m1-server,tiny,2938,wait,rejected,invalid_time,0,0.0095,0.0037,0.0013,0.0462,0.0021,0.0629
m1-server,tiny,2939,look,accepted,observed,0,0.0094,0.0036,0.0012,0.0496,0.0018,0.0656
m1-server,tiny,2940,move,accepted,moved,1,0.0093,0.0040,0.0035,0.0559,0.0023,0.0750
m1-server,tiny,2941,activate,rejected,not_eligible,0,0.0092,0.0034,0.0013,0.0582,0.0022,0.0742
m1-server,tiny,2942,take,rejected,not_present,0,0.0094,0.0037,0.0012,0.0568,0.0017,0.0727
m1-server,tiny,2943,activate,rejected,not_eligible,0,0.0088,0.0033,0.0012,0.0452,0.0022,0.0608
m1-server,tiny,2944,move,accepted,moved,1,0.0096,0.0043,0.0035,0.0609,0.0025,0.0808
m1-server,tiny,2945,look,accepted,observed,0,0.0096,0.0035,0.0012,0.0434,0.0021,0.0599
m1-server,tiny,2946,move,accepted,moved,1,0.0097,0.0042,0.0035,0.0668,0.0023,0.0864
m1-server,tiny,2947,move,accepted,moved,1,0.0096,0.0039,0.0125,0.0670,0.0023,0.0953
m1-server,tiny,2948,wait,rejected,invalid_time,0,0.0093,0.0038,0.0013,0.0479,0.0018,0.0640
m1-server,tiny,2949,look,accepted,observed,0,0.0092,0.0033,0.0012,0.0668,0.0021,0.0826
m1-server,tiny,2950,wait,rejected,invalid_time,0,0.0096,0.0040,0.0013,0.0427,0.0021,0.0596
m1-server,tiny,2951,take,rejected,not_present,0,0.0093,0.0038,0.0013,0.0530,0.0022,0.0695
m1-server,tiny,2952,take,rejected,not_present,0,0.0096,0.0038,0.0013,0.0475,0.0022,0.0643
m1-server,tiny,2953,look,accepted,observed,0,0.0096,0.0035,0.0012,0.0570,0.0020,0.0733
m1-server,tiny,2954,move,rejected,exit_unavailable,0,0.0096,0.0040,0.0013,0.0581,0.0018,0.0749
m1-server,tiny,2955,talk,rejected,not_eligible,0,0.0093,0.0036,0.0013,0.0496,0.0018,0.0655
m1-server,tiny,2956,look,accepted,observed,0,0.0092,0.0032,0.0012,0.0500,0.0021,0.0657
m1-server,tiny,2957,move,accepted,moved,1,0.0095,0.0042,0.0035,0.0601,0.0025,0.0799
m1-server,tiny,2958,wait,rejected,invalid_time,0,0.0097,0.0038,0.0013,0.0514,0.0022,0.0683
m1-server,tiny,2959,move,accepted,moved,1,0.0095,0.0043,0.0034,0.0624,0.0024,0.0820
m1-server,tiny,2960,talk,rejected,not_owned,0,0.0095,0.0038,0.0013,0.0472,0.0022,0.0641
m1-server,tiny,2961,wait,rejected,invalid_time,0,0.0099,0.0039,0.0013,0.0531,0.0021,0.0703
m1-server,tiny,2962,look,accepted,observed,0,0.0098,0.0035,0.0012,0.0519,0.0021,0.0686
m1-server,tiny,2963,move,accepted,moved,1,0.0101,0.0042,0.0035,0.0627,0.0025,0.0829
m1-server,tiny,2964,move,accepted,moved,1,0.0099,0.0043,0.0035,0.0644,0.0022,0.0843
m1-server,tiny,2965,choose,rejected,invalid_choice,0,0.0092,0.0043,0.0013,0.0432,0.0022,0.0602
m1-server,tiny,2966,look,accepted,observed,0,0.0095,0.0036,0.0012,0.0535,0.0017,0.0695
m1-server,tiny,2967,look,accepted,observed,0,0.0095,0.0033,0.0012,0.0455,0.0017,0.0612
m1-server,tiny,2968,wait,rejected,invalid_time,0,0.0092,0.0117,0.0013,0.0606,0.0018,0.0845
m1-server,tiny,2969,move,accepted,moved,1,0.0092,0.0039,0.0034,0.0558,0.0023,0.0746
m1-server,tiny,2970,look,accepted,observed,0,0.0092,0.0033,0.0012,0.0520,0.0017,0.0674
m1-server,tiny,2971,look,accepted,observed,0,0.0092,0.0033,0.0012,0.0603,0.0022,0.0760
m1-server,tiny,2972,talk,rejected,not_eligible,0,0.0100,0.0040,0.0013,0.0582,0.0018,0.0753
m1-server,tiny,2973,move,rejected,exit_unavailable,0,0.0092,0.0038,0.0013,0.0632,0.0017,0.0793
m1-server,tiny,2974,move,accepted,moved,1,0.0091,0.0038,0.0033,0.0573,0.0021,0.0755
m1-server,tiny,2975,choose,rejected,stale_view,0,0.0087,0.0042,0.0013,0.0423,0.0022,0.0586
m1-server,tiny,2976,look,accepted,observed,0,0.0098,0.0036,0.0012,0.0558,0.0020,0.0724
m1-server,tiny,2977,move,accepted,moved,1,0.0103,0.0043,0.0035,0.0665,0.0022,0.0867
m1-server,tiny,2978,move,accepted,moved,1,0.0095,0.0040,0.0034,0.0564,0.0026,0.0758
m1-server,tiny,2979,take,rejected,not_present,0,0.0096,0.0038,0.0013,0.0621,0.0021,0.0788
m1-server,tiny,2980,look,accepted,observed,0,0.0095,0.0035,0.0013,0.0526,0.0021,0.0690
m1-server,tiny,2981,move,rejected,exit_unavailable,0,0.0096,0.0040,0.0014,0.0443,0.0018,0.0610
m1-server,tiny,2982,move,accepted,moved,1,0.0093,0.0039,0.0034,0.0622,0.0025,0.0813
m1-server,tiny,2983,take,accepted,taken,1,0.0096,0.0040,0.0035,0.0605,0.0028,0.0803
m1-server,tiny,2984,drop,rejected,integrity_conflict,0,0.0134,0.0034,0.0002,0.0000,0.0015,0.0186
m1-server,tiny,2985,look,accepted,observed,0,0.0078,0.0031,0.0012,0.0443,0.0017,0.0580
m1-server,tiny,2986,wait,rejected,invalid_time,0,0.0092,0.0035,0.0012,0.0491,0.0018,0.0648
m1-server,tiny,2987,talk,rejected,not_eligible,0,0.0091,0.0035,0.0013,0.0440,0.0095,0.0673
m1-server,tiny,2988,look,accepted,observed,0,0.0169,0.0038,0.0013,0.0589,0.0017,0.0825
m1-server,tiny,2989,talk,rejected,not_eligible,0,0.0094,0.0035,0.0012,0.0466,0.0018,0.0625
m1-server,tiny,2990,drop,accepted,dropped,1,0.0089,0.0037,0.0035,0.0610,0.0028,0.0799
m1-server,tiny,2991,move,accepted,moved,1,0.0098,0.0043,0.0035,0.0783,0.0022,0.0980
m1-server,tiny,2992,wait,rejected,invalid_time,0,0.0093,0.0037,0.0013,0.0463,0.0021,0.0626
m1-server,tiny,2993,take,rejected,not_present,0,0.0098,0.0038,0.0013,0.0572,0.0022,0.0742
m1-server,tiny,2994,choose,rejected,invalid_choice,0,0.0096,0.0045,0.0013,0.0438,0.0022,0.0615
m1-server,tiny,2995,move,rejected,exit_unavailable,0,0.0095,0.0042,0.0013,0.0549,0.0019,0.0717
m1-server,tiny,2996,move,accepted,moved,1,0.0093,0.0040,0.0035,0.0595,0.0023,0.0784
m1-server,tiny,2997,take,rejected,not_present,0,0.0092,0.0034,0.0012,0.0520,0.0018,0.0676
m1-server,tiny,2998,move,accepted,moved,1,0.0092,0.0040,0.0034,0.0630,0.0025,0.0821
m1-server,tiny,2999,look,accepted,observed,0,0.0095,0.0037,0.0013,0.0433,0.0021,0.0599
m1-server,medium,1000,move,accepted,moved,1,0.0130,0.0068,3.4358,0.3870,0.0038,3.8464
m1-server,medium,1001,move,accepted,moved,1,0.0107,0.0079,5.4035,0.4367,0.0043,5.8632
m1-server,medium,1002,move,accepted,moved,1,0.0139,0.0158,3.5444,0.3923,0.0037,3.9701
m1-server,medium,1003,wait,rejected,invalid_time,0,0.0123,0.0121,0.0015,0.0525,0.0031,0.0816
m1-server,medium,1004,move,accepted,moved,1,0.0105,0.0066,3.5341,0.3855,0.0033,3.9401
m1-server,medium,1005,move,accepted,moved,1,0.0107,0.0082,6.1186,0.5676,0.0106,6.7156
m1-server,medium,1006,choose,rejected,invalid_choice,0,0.0168,0.0190,0.0019,0.0636,0.0023,0.1036
m1-server,medium,1007,move,accepted,moved,1,0.0099,0.0060,3.7157,0.4566,0.0042,4.1925
m1-server,medium,1008,look,accepted,observed,0,0.0139,0.0165,0.0017,0.0641,0.0020,0.0983
m1-server,medium,1009,take,rejected,not_present,0,0.0093,0.0048,0.0014,0.0478,0.0018,0.0650
m1-server,medium,1010,move,accepted,moved,1,0.0094,0.0051,3.4371,0.3857,0.0036,3.8409
m1-server,medium,1011,choose,rejected,invalid_choice,0,0.0108,0.0132,0.0016,0.0557,0.0021,0.0835
m1-server,medium,1012,look,accepted,observed,0,0.0090,0.0035,0.0013,0.0502,0.0019,0.0659
m1-server,medium,1013,talk,rejected,not_eligible,0,0.0092,0.0038,0.0013,0.0524,0.0018,0.0684
m1-server,medium,1014,look,accepted,observed,0,0.0090,0.0033,0.0012,0.0675,0.0017,0.0827
m1-server,medium,1015,move,accepted,moved,1,0.0090,0.0042,3.8862,0.4278,0.0038,4.3309
m1-server,medium,1016,wait,rejected,invalid_time,0,0.0123,0.0134,0.0014,0.0610,0.0020,0.0901
m1-server,medium,1017,look,accepted,observed,0,0.0090,0.0035,0.0013,0.0553,0.0032,0.0724
